id,name,category,identity_verified,website_verified,fees_verified,placements_verified,seats_verified,cutoffs_verified,rankings_verified,primary_source_fees,primary_source_placements,primary_source_seats,fees_status,placements_status,seats_status
"U-1323","Dhamma Dipa International Buddhist University","Legacy Core","true","","","","","","","Fee Regulation Slab — Tripura (2024-25)","None","None","legacy","unavailable","unavailable"
"S-19629","SILIGURI INSTITUTE OF TECHNOLOGY DIPLOMA COLLEGE","Legacy Core","true","","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"U-1293","NATIONAL LAW UNIVERSITY","Legacy Core","true","","true","","","","true","NLSIU Fee Structure 2024-25","NIRF 2024","None","official_verified","legacy","unavailable"
"U-0780","MOTHERHOOD UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1335","DBS Global University","Legacy Core","true","","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0564","University of Petroleum and Energy Studies, Dehradun","Legacy Core","true","true","","true","","","","Fee Regulation Slab — Uttarakhand (2024-25)","NIRF 2024","None","legacy","official_verified","unavailable"
"U-0993","SARDAR BHAGWAN SINGH UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1207","SURAJMAL UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0563","University of Patanjali, Patanjali Yogpeeth, Haridwar","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0638","GRAPHIC ERA HILL UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1091","SOBAN SINGH JEENA UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0681","UTTARAKHAND AYURVED UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0912","HIMALAYAN GARHWAL UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1237","HIMALAYIYA UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0551","Dev Sanskriti Vishwavidyalaya, Gayatrikunj","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0552","Doon University, Dehradun","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0553","Forest Research Institute, Dehradun","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0554","G.B. Pant Universtiy of Agriculture and Technology, Pantnagar","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0555","Graphic Era University, Dehradun","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0556","Gurukul Kangri Vishwavidyalaya, Haridwar","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0557","Hemwati Nandan Bahuguna Garhwal Univeristy, Srinagar, Garhwal","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0559","Jigyasa University, Dehradun","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0654","UTTARAKHAND UNIVERSITY OF HORTICULTURE AND FORESTRY, BHARSAR","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1255","HARIDWAR UNIVERSITY","Legacy Core","true","","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0561","The ICFAI University, Dehradun","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0562","Kumaun University, Nainital","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0929","Bhagwant Global University","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0750","UTTARANCHAL UNIVERSITY, DEHRADUN","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1347","Amrapali University","Legacy Core","true","","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0908","Ras Bihari Bose Subharti University","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0904","Shri Guru Ram Rai University, Dehradun","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1349","Maya Devi University","Legacy Core","true","","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0737","SWAMI RAMA HIMALAYAN UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0819","HEMWATI NANDAN BAHUGUNA MEDICAL EDUCATION UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0774","DIT UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0623","Uttarakhand Open University","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0773","IMS UNISON UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1356","Smt Manjira Devi University","Legacy Core","true","","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0717","SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1162","COER ROORKEE","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0566","Uttrakhand Technical University, Dehradun","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1169","DEV BHOOMI UTTARAKHAND UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0565","Uttarakhand Sanskrit University, Hardwar","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0950","Quantum University","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0707","BANDA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY, BANDA","Legacy Core","true","true","true","","","","","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"U-1319","T S Mishra University","Legacy Core","true","","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0496","Aligarh Muslim University, Aligarh","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","legacy","unavailable"
"U-1040","ERA UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0898","Footwear Design and Development Institute","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0897","Bareilly International University, Bareilly","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1061","JANNAYAK CHANDRASHEKHAR UNIVERSITY BALLIA","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0611","Shri Venkateshwara University, Gajraula, J.P Nagar","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1327","Mahaveer University","Legacy Core","true","","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0497","Amity University, Uttar Pradesh","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0498","Babasheb Bhimrao Ambedkar University, Lucknow","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0499","Babu Banarsi Das University, Lucknow","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0500","Banaras Hindu University, Banaras","Legacy Core","true","true","true","","","","","BHU Fee Structure 2024-25","None","None","official_verified","unavailable","unavailable"
"U-0502","Bundelkhand University,  Jhansi","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0503","Central Institute of Higher Tibetan Studies, Varanasi","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0504","Chandra Shekhar Azad University of Agriculture & Technology, Kanpur","Legacy Core","true","true","true","","","","","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"U-0890","Bennett University, Greater Noida","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0505","Chatrapati Sahuji Maharaj Kanpur University, Kanpur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1348","Varun Arjun University","Legacy Core","true","","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0506","Chaudhary Charan Singh University, Meerut","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0753","SHRI RAMSWAROOP MEMORIAL UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0507","Dayalbagh Educational Institute, Agra","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0889","IIMT University","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-1117","RAJIV GANDHI NATIONAL AVIATION UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0848","SIDDHARTH UNIVERSITY, KAPILVASTU","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0508","Deen Dayal Upadhyay Gorakhpur University, Gorakhpur","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0509","Dr. B. R. Ambedkar University, Agra","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0510","Dr. Ram Manohar Lohia  Awadh University, Faizabad","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0511","Dr. Ram Manohar Lohiya National Law University, Lucknow","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0849","Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0512","DR SHAKUNTALA MISRA NATIONAL REHABILITATION UNIVERSITY","Legacy Core","true","true","","","","","","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"U-0739","MADAN MOHAN MALAVIYA UNIVERSITY OF TECHNOLOGY,","Legacy Core","true","true","true","","","","","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
