id,name,category,identity_verified,website_verified,fees_verified,placements_verified,seats_verified,cutoffs_verified,rankings_verified,primary_source_fees,primary_source_placements,primary_source_seats,fees_status,placements_status,seats_status
"C-27016","GATES Institute of Technology,  Gooty","Legacy Core","true","true","true","","","","true","APSCHE EAPCET 2024 G.O. Ms. No. 17","None","None","official_verified","unavailable","unavailable"
"C-27031","Rajas Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"C-22541","Shri Shankar Bhagwan Institute of Technology","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-228","Shree Swaminarayan Institute of Technology(SFI)-Gandhinagar 533","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"C-22850","Patna Women's College","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Bihar (2024-25)","None","None","legacy","unavailable","unavailable"
"C-229","S. R. Luthra Institute of Management","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-230","K.K.Parekh Institute of Management Studies (SFI)-Amreli 722","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-23003","Institute of Management Sciences","Legacy Core","true","true","true","","","","true","KEA UGCET 2024 Notification","None","None","official_verified","unavailable","unavailable"
"C-235","R. H. Patel Institute of Management-Goblaj,Di:Kheda -(SFI) 804","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-23898","Srinivasa Institute of Management Studies ( SIMS )","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Andhra Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-24004","Andhra University College of Engineering(A)","Legacy Core","true","true","true","","","","true","APSCHE EAPCET 2024 G.O. Ms. No. 17","None","None","official_verified","unavailable","unavailable"
"C-24143","SreeRama Institute of Management","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Andhra Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-24171","Anil Neerukonda Institute Of Technology & Sciences","Legacy Core","true","true","true","","","","true","APSCHE EAPCET 2024 G.O. Ms. No. 17","None","None","official_verified","unavailable","unavailable"
"C-24299","Al Ameer Institute of Management & Tech","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-24323","Unity Degree College","Legacy Core","true","true","true","","","","true","APSCHE EAPCET 2024 G.O. Ms. No. 17","None","None","official_verified","unavailable","unavailable"
"C-24368","Raghu Institute Of Technology","Legacy Core","true","true","true","","","","true","APSCHE EAPCET 2024 G.O. Ms. No. 17","None","None","official_verified","unavailable","unavailable"
"C-24476","Rajiv Gandhi Institute of Management & Sciences","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Andhra Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-24558","Baba Farid Institute of Technology, Dehradun","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-24560","Institute of Technology and Management, 60 Chakrata Road,Dehradun","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-24586","Doon Institute of Management and Research, Shyampur,Dehradun","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"C-24661","Institute of Management Studies, Civil Line, Roorkee, Haridwar","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"C-24681","Modern Institute of Technology, Dhalwala, Rishikesh","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-24686","Institute of Management Studies, Makkawala, Mussoorie Diversion Road, Dehradun","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Uttarakhand (2024-25)","None","None","legacy","unavailable","unavailable"
"C-24694","Himalayan Institute of Technology,D-31/32, Nehru Colony Dehradun","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-28549","RUDRA INSTITUTE OF TECHNOLOGY, NANPUR, HAPUR","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-28573","HARI INSTITUTE OF TECHNOLOGY RANDEVI, SHARANPUR","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-28581","WALSON INSTITUTE OF MANAGEMENT & TECH. 3RD MILESTONE, GULAUTHOI ROAD, SIKANDRABAD, BULANDSHAR","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-28605","INSTITUTE OF MANAGEMENT EDUCATION 178, MAIN G.T. ROAD, SAHIBABAD (GHAZIABAD) Ph. No :- 627646","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-28641","AMAN INSTITUTE OF MANAGEMENT & EDUCATION 65, DUHAI, DELHI-MEERUT ROAD, GHAZIABAD","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-28740","MAHILA INSTITUTE OF TECHNOLOGY, KALAND ROAD, SARDHANA ROAD, MEERUT Ph. 9997312494, 9837791586","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-28745","BABU BANARSI DAS INSTITUTE OF TECHNOLOGY (B.Ed) COLLEGE, DELHI-MEERUT ROAD, DUHAI, GHAZIABAD","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-28761","INSTITUTE OF MANAGEMENT STUDIES, NH-24, ADHYATMIK NAGAR, NEAR GURUKUL SCHOOL, DASNA (GHAZIABAD)","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-28777","ORNATE INSTITUTE OF TECHNOLOGY SAMPLA BEGUMPUR, NAKUR, SAHARANPUR","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-28860","GYAN BHARTI INSTITUTE OF MANAGEMENT STUDIES, JEWARI, KHIRWA ROAD, KANKER KHEDA, MEERUT","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-28863","BHAGWANT INSTITUTE OF TECHNOLOGY BUGHWANTPURAM, MUZAFFARNAGAR","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-28894","MAHAVEER INSTITUTE OF TECHNOLOGY,  POHALI, SARADHANA ROAD, MEERUT","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-289","Sigma Institute of Technology & Engg.( Polytechnic) 648","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"C-28958","RUDRA INSTITUTE OF TECHNOLOGY, NH-119, MAWANA KHURD, MEERUT Ph. 9897100201, 9415328178","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-28993","INSTITUTE OF MANAGEMENT STUDIES A-8B, SECTOR-62, INSTITUTIONAL ARYA ,NOIDA Ph. No :- 241050-51-43","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-27245","Jayamukhi Institute of Management Sciences, Maqdumpur, Narsampet, Warangal","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29001","INSTITUTE OF MANAGEMENT STUDIES K.NO. 320, VILL-MUSHTHAM SAHARANPUR","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29050","MUZAFFARNAGAR INSTITUTE OF TECHNOLOGY ROORKEE ROAD, N.H.-58, MUZAFFARNAGAR","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-29073","KRISHNA INSTITUTE OF MANAGEMENT, BAGPAT ROAD, KITHOLI, MEERUT Ph. 0121-2672668, 2646575","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-27255","Mohammadiya Institute of Management, Arempula, Khammam","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"C-27291","Warangal Institute of Technology & Science, Oorugonda (V), Athmakur (M), Warangal","Legacy Core","true","true","true","","","","true","TSCHE TAFRC 2024-25 Notification","None","None","official_verified","unavailable","unavailable"
"C-29454","I. C. College of Community Science","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Haryana (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29596","Vidya Vihar Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-29651","Shri Aurbindo Institute of Management, Sanwer Road, Indore","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29660","Shri Nityanand B.Ed. College, 1 Mission Compound, Dhar","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-29673","CH Institute of Management and Commerce ,Sanwer Road,  Indore","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-27330","Dhanvanthari Institute of Management Sciences, Sujathanagar, Kothagudem, Khammam","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29700","Softvision Institute of Technology & Science, Vijay Nagar,  Indore","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-29705","Acropolis Institute of Technology and Research, Manglia Chouraha, Indore","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-29714","Shri Vaishnav Institute of Management, Indore","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29722","Maa Renuka Institute of Management, Sendhwa","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29733","Liberal College, IIM Pithampur Rau, Indore","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-29740","Vindhya Institute of Technology, Umarikheda Khandwa Road, Indore","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-29750","Vikrant Institute of Technology & Management Gram Borkheri,  Mhow, Indore","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-29753","Swati Jain Institute of Management  Studies, Indore","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29776","Maharshi Institute of Management Studies, Rau, Indore","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29809","Acropolis Institute of Management Studies & Research, Manglia Chouraha, Indore","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29812","Vindhya Institute of Management & Research, Umarikheda, Khandwa Road, Indore","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-29813","Rishiraj Institute of Technology Village Revati, Sanwer Road,Indore","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-29830","Adarsh Institute of Management and Science, Dhamnod","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29835","Sanghvi Institute of Management & Science Rau,  Indore","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29847","Indore Institute of Management & Research Rau, Pithampur, Indore","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29854","Malwa  institute of Technology, Nipaniya Byass, Indore","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-29859","Prestige Institute of Management & Research, Ring Road,  Indore","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29861","Shri Govindram SeksariaInstitute of Management & Research, Indore","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29864","Apex Institute of Management & Research, Hansakhedi, Nemavar Road. Indore","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-29886","Astral Institute of Technology and Research, Bypass Road, Indore","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-30031","Rourkela Institute of Management Studies (RIMS), Rourkela","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Odisha (2024-25)","None","None","legacy","unavailable","unavailable"
"C-30034","Nalanda Institute of Technology (NIT), Bhubaneswar","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30038","Vignan Institute of Technology and Management (VITAM), Brahmapur","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30043","Vedang Institute of Technology (VIT), Khurda, Bhubaneswar","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30053","United School of Business Management (USBM), Bhubaneswar","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Odisha (2024-25)","None","None","legacy","unavailable","unavailable"
"C-30072","Silicon Institute of Technology (SIT), Sambalpur","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30077","Vijayanjali Institute of Technology (VIT), Balasore","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30078","Ajay Binay Institute of Technology Piloo Modi College of Architecture (ABIT-PMCA), Cuttack","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30079","Gurukula Institute of Technology (GIT), Bhubaneswar","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-27064","Sethu Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"C-30086","Gandhi Institute of Technology And Management (GITAM), Bhubaneswar","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30093","Saraswat Institute of Management (SIM), Bhubaneswar","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Odisha (2024-25)","None","None","legacy","unavailable","unavailable"
"C-30095","Majhighariani Institute of Technology and Science (MITS), Rayagada","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","unavailable"
"C-30097","Modern Institute of Technology and Management (MITM), Bhubaneswar","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30102","Hi-Tech Institute of Technology (HIT), Bhubaneswar","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30104","Global Institute of Management (GIM), Bhubaneswar","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Odisha (2024-25)","None","None","legacy","unavailable","unavailable"
"C-30105","Kalam Institute of Technology (KIT), Berhampur","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30113","Roland Institute of Technology (RIT), Berhampur","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30119","Samanta Chandrasekhar Institute of Technology and Management (SCITM), Semiliguda","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30125","Bhubaneswar Institute of Technology, (BIT), Infovalley, Harapur, Bhubaneswar","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30127","Indira Gandhi Institute of Technology (IGIT), Sarang","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30135","Ghanashyam Hemlata Institute of Technology and Management (GHITM), Puri","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30151","Sanjay Memorial Institute of Technology (SMIT), Berhampur","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30156","Capital Institute of Management and Science, (CIMS), Bhubaneswar","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Odisha (2024-25)","None","None","legacy","unavailable","unavailable"
"C-30173","Vikash Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30174","SUBAS Institute of Technology (SIT), Barang, Bhubaneswar","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30175","Rayagada Institute of Technology And Management (RITAM), Rayagada","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30181","Ajay Binay Institute of Technology, (ABIT), Cuttack","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30184","Bhubaneswar Institute of Industrial Technology, (BIIT), Khurda","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30186","Templecity Institute of Technology and Engineering (TITE), Khurda","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","unavailable"
"C-304","Shri MH Kadakia Institute of Management & Computer Studies (SFI)-Ankleshwar 771","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-27400","Kakatiya Institute of Technology & Science, Yerragattu Hillocks, Bheemaram, Hasanparthy, Warangal","Legacy Core","true","true","true","","","","true","TSCHE TAFRC 2024-25 Notification","None","None","official_verified","unavailable","unavailable"
"C-27068","Unnamalai Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"C-27502","Vinuthna Institute of Technology & Science, Hasanparthy (V&M), Warangal","Legacy Core","true","true","true","","","","true","TSCHE TAFRC 2024-25 Notification","None","None","official_verified","unavailable","unavailable"
"C-27541","Alluri Institute of Management Sciences, Hunter Road, Hanamkonda","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"C-27079","PSN Institute of Technology and Science","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","legacy"
"C-27081","Cape Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"C-27580","Vaagdevi Institute of Management Sciences, Bollikunta, Warangal (PG)","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Telangana (2024-25)","None","None","legacy","unavailable","unavailable"
"C-276","Sal Institute of Management (SFI) ,Opp. Science City, Bhadaj,Ahmedabad 807","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","legacy"
"C-27604","Manav Institute of Technology & Management","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","unavailable"
"C-27608","Lady Irwin College","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Delhi (2024-25)","None","None","legacy","unavailable","unavailable"
"C-27087","Loyola Institute of Technology and Science","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","legacy"
"C-27093","C.S.I.Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","legacy"
"C-27722","Sri Vidya Institute of Management, Puttur","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Andhra Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-27837","Shekhawati Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-27928","Trinity College, Church Nagar, G.G.S.Avenue,Chogitti Jalandhar","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Punjab (2024-25)","None","None","legacy","unavailable","unavailable"
"C-27997","St. Soldier College of Education Behind  REC (NIT) Jalandhar.","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Punjab (2024-25)","None","None","legacy","unavailable","unavailable"
"C-28014","Advanced Institute of Technology & Management, Aurangabad, Tehsil Hodal, Palwal","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-28037","Global Institute of Technology & Management","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","unavailable"
"C-28157","DELHI GLOBAL INSTITUTE OF TECHNOLOGY","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","legacy"
"C-28173","Delhi Global Institute of Management, Jasana, Faridabad","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Haryana (2024-25)","None","None","legacy","unavailable","unavailable"
"C-28177","Rawal Institute of Management, Sohna Road, Faridabad","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Haryana (2024-25)","None","None","legacy","unavailable","unavailable"
"C-28182","MRDAV Institute of Management Studies","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Haryana (2024-25)","None","None","legacy","unavailable","unavailable"
"C-28185","Maharana Partap Institute of Technology & Management","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-28203","KIIT College of Engg.Sohna Road,Bhondsi (Gurgaon)","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-28207","Sat kabir Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-28209","KIIT COLLEGE OF EDUCATION","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Haryana (2024-25)","None","None","legacy","unavailable","unavailable"
"C-28243","S.D. Mewat Institute of Technology & management","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","unavailable"
"C-28327","DPG Institute of Technology and Management","Legacy Core","true","true","true","","","","true","MahaFRA Official Online Portal","None","None","official_verified","unavailable","unavailable"
"C-28433","Ganga Institute of Technology & Management","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","unavailable"
"C-28434","Rattan Institute of Technology & Management","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","unavailable"
"C-327","Smt. Vanitaben Bachubhai Nandola MCA College,Bhacha, Tal.Una, Di:Junagadh (SFI) 551","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-32841","Trinity Institute of Professional Studies","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-32842","Dr. Akhilesh Das Gupta Institute of Technology & Management","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-32846","HMR Institute of Technology & Management","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","unavailable"
"C-32849","R.C. Institute of Technology","Legacy Core","true","true","true","","","","true","MahaFRA Official Online Portal","NIRF 2024","None","official_verified","legacy","unavailable"
"C-32852","Guru Nanak Institute of Management","Legacy Core","true","true","true","","","","true","TSCHE TAFRC 2024-25 Notification","None","None","official_verified","unavailable","unavailable"
"C-32855","Jagan Institute of Management Studies (Rohini)","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Delhi (2024-25)","None","None","legacy","unavailable","unavailable"
"C-32858","Lingaya's Lalita Devi Institute of Management & Sciences","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Delhi (2024-25)","None","None","legacy","unavailable","unavailable"
"C-32860","Maharaja Agrasen Institute of Management Studies","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Delhi (2024-25)","None","None","legacy","unavailable","unavailable"
"C-32861","Maharaja Surajmal Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-32870","Maharaja Agrasen Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-32873","Lal Bahadur Shastri Institute of Management","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-32887","New Delhi Institute of Management","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Delhi (2024-25)","None","None","legacy","unavailable","unavailable"
"C-32894","Guru Teg Bahadur Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-32906","V.D. Institute of Technology","Legacy Core","true","true","true","","","","true","MahaFRA Official Online Portal","NIRF 2024","None","official_verified","legacy","unavailable"
"C-32912","Bhagwan Parshuram Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-30621","SRM Institute of Medical Sciences & Technology, Karimnagar","AIIMS","true","true","true","","","","true","TSCHE TAFRC 2024-25 Notification","None","None","official_verified","unavailable","unavailable"
"C-33243","MADHIRA INSTITUTE OF TECHNOLOGY & SCIENCE, KODAD","Legacy Core","true","true","true","","","","true","TSCHE TAFRC 2024-25 Notification","None","None","official_verified","unavailable","unavailable"
"C-33379","Shri Ram Institute of Management, Jabalpur","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-334","Shri Chimanbhai Patel Institute of Management and Research (SFI)-Ahmedabad 768","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","legacy"
"C-33415","Takshashila Institute of Management, Jabalpur","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
