id,stableKey,name,state,city,aisheCode,website_present,courses_present,fees_present,fees_verified,rankings_present,placements_present,seats_present,cutoffs_present,source_metadata_present,truth_grade,frontend_fee_visible,frontend_placement_visible,frontend_ranking_visible,num_courses,num_rankings,num_placement_fields,num_fee_fields,num_cutoffs,num_seats
"S-16440","S-16440","Shri Saibaba Nursing School (ANM) Kolpewadi","Maharashtra","","S-16440","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1906","S-1906","4247-LAXMANRAO MANKAR COLLEGE OF POLYTECHNIC AMGAON GONDIA","Maharashtra","","S-1906","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16441","S-16441","UMA INSTITUTE OF NURSING EDUCATION, JATH , TAL JATH DIST SANGLI","Maharashtra","","S-16441","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16442","S-16442","SUJATA SCHOOL OF NURSING AMRAVATI","Maharashtra","","S-16442","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1748","S-1748","6495-Dr. D. Y. Patil Pratishthan's Dr. D. Y. Patil Institute Of Pharmacy, Akurdi, Pune","Maharashtra","","S-1748","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16069","S-16069","IQRA URDU JR COLLEGE OF EDUCATION JALGAON","Maharashtra","","S-16069","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16443","S-16443","6887-Mahalaxmi Institute of Pharmacy, Raigaon, Dist.Satara","Maharashtra","","S-16443","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1747","S-1747","6421-DR. D.Y. PATIL PRATHISTHAN'S DR. D.Y. PATIL POLYTECHNIC KOLHAPUR","Maharashtra","","S-1747","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1741","S-1741","6715-Dnyan Kala Krida & Krushi Pratishan,Babasaheb Phadtare Polytechnic, Kalamb Walchandnagar, Tal-Indapur, Dist. Pune","Maharashtra","","S-1741","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16006","S-16006","5205-MVGS INSTITUTE OF PHARMACY (D. PHARMA)","Maharashtra","","S-16006","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1740","S-1740","6434-Dinkarrao K. Shinde Smarak Trust, Dr. A.D. Shinde Institute Of Technology, Gadhinglaj","Maharashtra","","S-1740","","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"S-19073","S-19073","INSTITUTE OF HOTEL MANAGEMENT","Maharashtra","","S-19073","","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"S-1739","S-1739","5265-DHULE CHARITABLE SOCIETY'S INSTITUTE OF PHARMACY DHULE","Maharashtra","","S-1739","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1908","S-1908","3286-LEELA EDUCATION SOCIETY G. V. ACHARYA POLYTECHNIC SHELU KARJAT.","Maharashtra","","S-1908","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1737","S-1737","4258-Dharampeth Education Soceity's Dharampeth Polytechnic, Nagpur","Maharashtra","","S-1737","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1645","S-1645","2027-Adarsh Shikshan Prasarak Mandal's Diploma In Pharmacy Institute, Osmanabad","Maharashtra","","S-1645","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16068","S-16068","5440-Shaineshwar Shikshan Prasarak Mandal's College of D. Pharmacy, Laling, Dhule","Maharashtra","","S-16068","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1729","S-1729","2215-Shri Vishweshwar Shikshan Prasarak Mandal's Swa.Dagdojirao Deshmukh D.Pharmacy College, Ausa,(Almala) Dist. Latur","Maharashtra","","S-1729","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1916","S-1916","MAEER MIT'S SRI SAVITRIBAI PHULE POLYTECHNIC","Maharashtra","","S-1916","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16506","S-16506","2567-Yashodeep Institute of Pharmacy, Pimpalgaon Pandhari, Aurangabad.","Maharashtra","","S-16506","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1651","S-1651","5288-Adivasi Deomogara Edu. Society's K. D. Gavit D.Pharmacy College, Pathrai, Tal.Dist.-Nandurbar","Maharashtra","","S-1651","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17266","S-17266","6415-All India Shri Shivaji Memorial Society's Polytechnic, Pune","Maharashtra","","S-17266","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17264","S-17264","MANGAON GENERAL NURSING COLLEGE","Maharashtra","","S-17264","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17263","S-17263","VASANTRAO NAIK SCHOOL OF NURSING, JALNA.","Maharashtra","","S-17263","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17262","S-17262","6649-TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe, Pune","Maharashtra","","S-17262","","","true","true","","true","","","true","official_verified","true","","","","","7","6","",""
"S-17261","S-17261","6890-Teerthankar Education Society's Dr. Shivajirao Kadam College of B.Pharmacy, Kasbe Digraj Sangli","Maharashtra","","S-17261","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17260","S-17260","2209-Shree Balaji Shikshan Prasarak's Institute of Pharmacy, Ambejogai, Dist. Beed.","Maharashtra","","S-17260","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16067","S-16067","6888-Tatyasaheb Kore Institute of Engineering & Technology(Polytechnic), Warananagar","Maharashtra","","S-16067","","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"S-1726","S-1726","6454-D. Y. Patil Educational Socity's D.Y. Patil College Of Engineering & Polytechnic, Kolhapur","Maharashtra","","S-1726","","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"S-17259","S-17259","BHIVRAJ KALANTRI NURSING INSTITUTE CIDCO NANDED","Maharashtra","","S-17259","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17258","S-17258","Mahalaxmi Nursing Institute, Kolhapur","Maharashtra","","S-17258","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17257","S-17257","Sant Gajanan Maharaj Nursing School Sindewahi Tah Sindewahi Dist Chandrapur","Maharashtra","","S-17257","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17256","S-17256","PRABHAVATI NURSING SCHOOL,AURANGABAD","Maharashtra","","S-17256","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17255","S-17255","Asharam School of Nursing Kamptee","Maharashtra","","S-17255","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1918","S-1918","6523-MAHARASHTRA COSMOPOLITAN EDUCATION SOCIETY INSTITUTE OF PHARMACY(DIPLOMA) AZAM CAMPAUS PUNE","Maharashtra","","S-1918","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17254","S-17254","SHABBIR AHMED ANSARI NURSING SCHOOL MIRAJ DIST-SANGLI","Maharashtra","","S-17254","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1719","S-1719","2176-Chatrapati Shahu Maharaj Shikshan Sanstha, C.S.M.S. Sansthas College Of Polytechnic, Kanchanwadi, Aurangabad","Maharashtra","","S-1719","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1718","S-1718","4229-Bajaj Chandrapur Polytechnic, Chandrapur","Maharashtra","","S-1718","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16066","S-16066","5439-Dr Naikwadi College of D Pharmacy, Jamgaon Sinnar","Maharashtra","","S-16066","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1652","S-1652","4023-Adv.V.R.Manohar Institute of Diploma in Medical Laboratory Technology, Nagpur","Maharashtra","","S-1652","","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"S-17160","S-17160","Vidarbha school of nursing camp amravati","Maharashtra","","S-17160","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1716","S-1716","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY (CIPET)","Maharashtra","","S-1716","","true","true","true","","true","","","true","official_verified","true","","","234","","1","6","",""
"S-17158","S-17158","5431-Shri. Sai Institute of Technology, Amalner","Maharashtra","","S-17158","","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"S-17157","S-17157","1279-Dr.R. N. Lahoti Institute of Pharmacy, Sultanpur","Maharashtra","","S-17157","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17156","S-17156","BHARTIYA GRAMIN VIKAS SANSTHAS SANSKRUTI NURSING SCHOOL,BEED","Maharashtra","","S-17156","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17154","S-17154","HARSH SCHOOL OF NURSING SUTALA (Bu) KHAMGAON","Maharashtra","","S-17154","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17153","S-17153","5455-Shram Sadhana Bombay Trust's Institute of Pharmacy, Bambhori, Jalgaon","Maharashtra","","S-17153","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17152","S-17152","JIJAMATA NURSING SCHOOL SHEVGAON AHMEDNAGAR","Maharashtra","","S-17152","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17151","S-17151","ANURADHA NURSING SCHOOL CHIKHLI","Maharashtra","","S-17151","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16058","S-16058","2541-Sarswati Institute of Pharmacy, Kurtadi, Hingoli","Maharashtra","","S-16058","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17150","S-17150","Manik nursing School,Aurangabad","Maharashtra","","S-17150","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17149","S-17149","Sai Nursing School Malegaon","Maharashtra","","S-17149","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17148","S-17148","2293-Mauli Shikhan Prasarak Mandal's Lal Bahadur Shastri Polytechnic, Udgir Dist Latur","Maharashtra","","S-17148","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1924","S-1924","5357-Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe, Polytehnic,Vilholi,Nashik","Maharashtra","","S-1924","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16520","S-16520","5437-Trimurti Institute of Pharmacy, Paldhi (BK), Jalgaon","Maharashtra","","S-16520","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17092","S-17092","Siddhakala School of Nursing, Pimparne Road, Sangamner Khurd,","Maharashtra","","S-17092","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1709","S-1709","2526-BHIWSAN PATIL SHINDE SHIKSHAN GRAMIN VIKAS & BAHU SANSTHASHINDE POLYTECHNIC ANJANI BK TQ: MEHKAR DIST: BULDHANA","Maharashtra","","S-1709","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17081","S-17081","SHRI BHAGWAN NURSING SCHOOL LATUR","Maharashtra","","S-17081","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-15988","S-15988","1281-Kamalprakash Pharmacy College & Research Centre, Kherda","Maharashtra","","S-15988","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-15987","S-15987","2568-Shreeyash Institute of Pharmacy, Aurangabad","Maharashtra","","S-15987","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1910","S-1910","4164-LOKMANYA TILAK JANKALYAN SHIKSHAN SANSTHA'S J.L.CHATURVEDI COLLEGE OF PHARMACY(DIPLOMA) NAGPUR","Maharashtra","","S-1910","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16057","S-16057","Rajeev Gandhi Memorila ANM Nursing College Sinnar","Maharashtra","","S-16057","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17080","S-17080","NAVYUVA NURSING SCHOOL","Maharashtra","","S-17080","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-15983","S-15983","5428-Ahinsa Institute of Pharmacy, Dondaicha","Maharashtra","","S-15983","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-18118","S-18118","Snehal GNM Institute of Nursing Pune","Maharashtra","","S-18118","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1925","S-1925","6027-MAHARASHTRA STATE INSTITUTE OF HOTEL MANAGEMENT & CATERING TECHNOLOGYPUNE","Maharashtra","","S-1925","","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"S-1708","S-1708","6427-BHIVRABAI SAWANT POLYTECHNIC WAGHOLI PUNE","Maharashtra","","S-1708","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17079","S-17079","KHANDESH NURSING INSTITUTE","Maharashtra","","S-17079","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17078","S-17078","MELGHAT NURSING SCHOOL,PARATWADA","Maharashtra","","S-17078","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17076","S-17076","MAHARAJA SAYAJIRAO GAIKWAD NURSING SCHOOL AURANGABAD","Maharashtra","","S-17076","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17074","S-17074","G S NURSING SCHOOL","Maharashtra","","S-17074","","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"S-17073","S-17073","ASHIRWAD NURSING COLLEGE OF ANM SAKOLI","Maharashtra","","S-17073","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16046","S-16046","Rajeev Gandhi Memorial GNM Nursing College Sinnar","Maharashtra","","S-16046","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17072","S-17072","SHRI GORAKSHA SCHOOL OF NURSING KHAMGAON (ANM and GNM)","Maharashtra","","S-17072","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17070","S-17070","Vidyashakit Shikshan Prasarak Mandal Ananditai Bengal Nursing School Sengaon Risod Road, Tq sengaon","Maharashtra","","S-17070","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1926","S-1926","2181-Mahatma Basaveshwar Education Society's T.B.Girwalkar Polytechnic, Ambejogai, Dist.Beed","Maharashtra","","S-1926","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-18117","S-18117","Shri Gajanan Mauli Sevabhavi Sansthas, Jijamata Nursing School, Sayane (BK)","Maharashtra","","S-18117","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17069","S-17069","ANAND MEDICAL FOUNDATIONS NURSING INSTITUTE","Maharashtra","","S-17069","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-15888","S-15888","JIJAMATA NURSING SCHOOL,Bhenda tq,shevgaon,Ahmednagar","Maharashtra","","S-15888","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17068","S-17068","Shree Sai Nursing (RGNM) College Jamkhed Taluka Jamkhed District Ahmednagar(MS)","Maharashtra","","S-17068","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17067","S-17067","SPANDAN NURSING COLLEGE KONDHA KOSRA","Maharashtra","","S-17067","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17066","S-17066","Renuka Nursing ANM School Kallam","Maharashtra","","S-17066","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17065","S-17065","YASHWANT NURSING TRAINING SCHOOL","Maharashtra","","S-17065","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-9990","S-9990","SHRI GURUDEV SHIKSHAN PRASARAK MANDAL HAMULAL ADHYAPAK VINCHUR SOLAPUR","Maharashtra","","S-9990","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17063","S-17063","MATA GIRIJA NURSING SCHOOL HARSOOL AURANGABAD","Maharashtra","","S-17063","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1927","S-1927","3283-Mahatma Education Society's, Pillai HOC Polytechnic, Rasayani","Maharashtra","","S-1927","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17062","S-17062","Dhanwantri Medical Education and Res Centres,Dr.T.M.Dhonde School Of Nursing,","Maharashtra","","S-17062","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17061","S-17061","SATYAM SHIVAM SUNDARAM SHIKSHAN SANSTHAS UTTAMRAO UMAK MEMO. NURSING TRAINING SCHOOL KAPUSTALNI","Maharashtra","","S-17061","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17060","S-17060","SHRI BHAIRAVANATH SHIKSHAN SANSTHA, SHRI BHAIRAVNATH NURSING SCHOOL","Maharashtra","","S-17060","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1706","S-1706","4272-	Bhausaheb Mulak Charitable Trust 'S Bhausaheb Mulak College Of D. Pharmacy, Umred, Nagpur","Maharashtra","","S-1706","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17059","S-17059","Saraswati Nursing School, dhamangaon","Maharashtra","","S-17059","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17058","S-17058","JIJAMATA INSTITUTE OF NURSING BHADRAWATI","Maharashtra","","S-17058","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17057","S-17057","SCHOOL OF NURSING SHRI MARKANDEY SOLAPUR SAHAKARI RUGNALAYA AND RESEARCH CENTRE NIYAMIT .","Maharashtra","","S-17057","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-17009","S-17009","MUKTAI NURSING SCHOOL, RATHOD CORNER DHANEGAON NANDED","Maharashtra","","S-17009","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1939","S-1939","3270-MARATHA MANDIR'S BABASAHEB GAWADE INSTITUTE OF TECHNOLOGY MUMBAI","Maharashtra","","S-1939","","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"S-17002","S-17002","Saket Institute of Nursing","Maharashtra","","S-17002","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1700","S-1700","6024-BHARTI VIDYAPEETHS INSTITUTE OF PHARMACY (AIDED WING) PUNE","Maharashtra","","S-1700","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16990","S-16990","6908-Ashokrao Mane Institute of Pharmaceutical Science and Research, Save","Maharashtra","","S-16990","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1699","S-1699","6408-Bharti Vidyaapeeth's Jawaharlal Nehru Institute of Technology, Pune","Maharashtra","","S-1699","","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"S-16989","S-16989","5454-Shantiniketan College of Pharmacy, Ahmednagar","Maharashtra","","S-16989","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1698","S-1698","6288:-Bharati Vidyapeeth, College of Engineering, Near chitranagari, Kolhapur","Maharashtra","","S-1698","","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"S-1697","S-1697","3256-Bharati Vidyapeeth's Institute of Technology, Navi Mumbai","Maharashtra","","S-1697","","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"S-16832","S-16832","Saraswati Nursing School, Gunjkheda","Maharashtra","","S-16832","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16831","S-16831","ABHINAV INSTITUTE OF NURSING EDUCATION MIRAJ-SANGLI","Maharashtra","","S-16831","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16830","S-16830","3489-Yashwantrao Bhonsale College of D. Pharmacy,  Sawantwadi.","Maharashtra","","S-16830","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-9992","S-9992","SHRI H. V. P. MANDAL JUNIOR COLLEGE OF EDUCATION AMRAVATI AMRAVATI","Maharashtra","","S-9992","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1683","S-1683","4239-The Shriram Gramvikas Shikshan Sanstha, Baburaoji Tidke Polytechnic, Mouda, Nagpur","Maharashtra","","S-1683","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16829","S-16829","2565-Usha Dwarkadas Pathrikar Institute of Pharmacy, Dongargaon Kawad","Maharashtra","","S-16829","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1680","S-1680","3260-Khalapur Taluka Shikshan Prasarak Mandal's, B.L. Patil Polytechnic, Khopoli, Dist.Raigad","Maharashtra","","S-1680","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1934","S-1934","4276-MAHILA VIKAS SANSTHA'S DR. R.G. BHOYAR INSTITUTE OF PHARMACY WARDHA","Maharashtra","","S-1934","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16721","S-16721","2548JANKALYAN VIKAS MANDAL S SWARGIYA LILAWATI SATISH AWHAD D.PHARMACY COLLEGE, (MINORITY) KHANDGAON","Maharashtra","","S-16721","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1671","S-1671","3278-Anjuman-I-Islam's Abdul Razzak Kalsekar Polytechnic,Panvel, Navi Mumbai","Maharashtra","","S-1671","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16701","S-16701","2224-MARATHWADA INSTITUTE OF TECHNOLOGY AURANGABAD","Maharashtra","","S-16701","","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"S-16695","S-16695","5417-Karmaveer Shankarao Kale Education Society's Gautam Polytechnic Institute,Kpoargaon","Maharashtra","","S-16695","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16694","S-16694","4640-Abdul Majeed Central Education Society, Institute of Pharmacy, Lonara","Maharashtra","","S-16694","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-16692","S-16692","2546-College of Pharmacy(D.Pharm), Khandala","Maharashtra","","S-16692","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-15950","S-15950","4641-Dr.Babasaheb Ambedkar Institute of D-Pharmacy, Sewagram, Wardha","Maharashtra","","S-15950","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-22751","S-22751","UNNATI BAHUUDESHIYA GRAMIN VIKAS SANSTHA SAI NURSING SCHOOL RANM WADGAON KO TQ","Maharashtra","","S-22751","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-22750","S-22750","GENESIS INSTITUTE OF NURSING RADHANAGARI","Maharashtra","","S-22750","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-22749","S-22749","SHREE SAI COLLEGE OF NURSING","Maharashtra","","S-22749","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-22748","S-22748","SAU VANDANA NANDKUMAR TASGAONKAR SCHOOL OF GNM","Maharashtra","","S-22748","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-22747","S-22747","YASHODANURSINGSCHOOLUDGIR","Maharashtra","","S-22747","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-21182","S-21182","BHAGWANBABA SCHOOL OF NURSING KOTHALAJ TQ DIST HINGOLI","Maharashtra","","S-21182","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-21183","S-21183","JIIUS MOTHER HAWWA NURSING INSTITUTE AKKALKUWA NANDURBAR","Maharashtra","","S-21183","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-21185","S-21185","KRUSHI PRATISHTHAN JARODA SUBHADRA NURSING SCHOOL JARODA TQ KALAMNURI DIST HINGOLI","Maharashtra","","S-21185","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-18489","S-18489","5452-RUPESH BADHAN INSTITUTE OF PHARMACY PIMPALNER","Maharashtra","","S-18489","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-22654","S-22654","UNITECH B SCHOOL","Maharashtra","","S-22654","","true","true","","true","","","","true","legacy","true","","true","6","1","","6","",""
"S-15949","S-15949","BRAVE SAFETY AND FIRE ACADEMY","Maharashtra","","S-15949","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-9053","S-9053","AL-INAM-MADARSA & SOCIAL WELFARE EDUCATION SOCIETY JAISTAMBH CHOWK AMRAVATI","Maharashtra","","S-9053","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-9058","S-9058","ANAND GRAM KRISHI VIKAS MANDALS TQ. BHOOM OSMANABAD","Maharashtra","","S-9058","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-9060","S-9060","ANANDI SHIKSHAN PRASARAK MANDAL MOUJE SANGAON TAL KAGAL KOLHAPUR","Maharashtra","","S-9060","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-18490","S-18490","5482 DR ITHAPE INSTITUTE OF D PHARMACY, SANGAMNER","Maharashtra","","S-18490","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-9195","S-9195","DISTRICT INSTITUTE OF EDUCATION AND TRAINING OLD D. ED. COLLEGE, AKOLA","Maharashtra","","S-9195","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-9194","S-9194","DISTRICT INSTITUTE OF EDUCATION AND TRAINING GODHANI ROAD YAVATMAL","Maharashtra","","S-9194","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-9193","S-9193","DISTRICT INSTITUTE OF EDUCATION AND TRAINING PARDESHPURA AHMEDNAGAR","Maharashtra","","S-9193","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-2256","S-2256","4278-Young Engineers Education Society's Maharashtra Institute Of Pharmacy, Betada, Bramhapuri, Chandrapur","Maharashtra","","S-2256","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-22554","S-22554","SANTKRUPA NURSING COLLEGE","Maharashtra","","S-22554","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-22553","S-22553","SAMARTH NURSING SCHOOL BEED","Maharashtra","","S-22553","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-1943","S-1943","2028-MARATHWADA SHIKSHAN PRASARAK MANDAL'S SHRI SHIVAJI INSTITUTE OF PHARMACY PARBHANI","Maharashtra","","S-1943","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-2255","S-2255","4603-Young Engineer's Education Society, Maharashtra Institute of Polytecnic, Betala, Bramhapuri,Chandrapur","Maharashtra","","S-2255","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-10065","S-10065","SHRI TULJABHAVANI BAHUUDDESHIY SAMAJ SEVA SANSTHA,  JUNIOR COLLEGE OF EDUCATION (DE.D), KURDUWADI, MADHA SOLAPUR","Maharashtra","","S-10065","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-18491","S-18491","5481 MRS. SARASWATI WANI COLLEGE OF D. PHARMACY","Maharashtra","","S-18491","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-18492","S-18492","5485 MULA EDUCATION SOCIETYS SHARDA COLLEGE OF PHARMACY VADGAONGUPTA AHMEDNAGAR","Maharashtra","","S-18492","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-15321","S-15321","1280	Gawande College of Pharmacy Sakhar Kheda","Maharashtra","","S-15321","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-22546","S-22546","SHRI SWAMI SAMARTH NURSING COLLEGE","Maharashtra","","S-22546","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-9062","S-9062","ANANT SHIKSHAN SANSTHAKUNDALIKRAO NAGARE ADHYPAK VIDALAYA D. ED TQ. RISOD WASHIM","Maharashtra","","S-9062","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-9063","S-9063","ANGLO JUNIOR COLLEGE OF EDUCATION KALI MUJID ROAD NANDURBAR","Maharashtra","","S-9063","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"S-22540","S-22540","NATIONAL ACADEMY OF DEFENCE PRODUCTION","Maharashtra","","S-22540","","true","true","","","true","","","true","legacy","true","","","9","","1","6","",""
