cei_id,institution_name,category,state,district,university_affiliation,source_year,verification_status,aishe_code,naac_grade,established_year
CEI-IN-066A866038D6,Indo Global College of Engg. Abhipur,College,Punjab,S.A.S Nagar,,2020-21,VERIFIED,C-10460,,2003
CEI-IN-E82CA7D9F0A9,Mata Jiyo Devi College of Education,College,Haryana,Hisar,,2020-21,VERIFIED,C-10517,,2007
CEI-IN-D131E33D503E,"I.B. College, Panipat",College,Haryana,Panipat,,2020-21,VERIFIED,C-10533,,1967
CEI-IN-9558B4034926,Technology Education & Research Institute,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10535,,2007
CEI-IN-C30029729565,R.P. Indraprastha Group of Institutions,College,Haryana,Karnal,,2020-21,VERIFIED,C-10576,,2009
CEI-IN-FB1281F475D9,Kinder Kin College of Education,College,Haryana,Panipat,,2020-21,VERIFIED,C-10579,,2007
CEI-IN-2CC2A948037E,PAHALWAN GURUDEEN COLLEGE OF SCIENCE AND TECHNOLOGY,College,Uttar Pradesh,Lalitpur,,2020-21,VERIFIED,C-72510,,-
CEI-IN-033097891508,"D.A.V. College, Pundri",College,Haryana,Kaithal,,2020-21,VERIFIED,C-10645,,1969
CEI-IN-00D506FBFF0B,Seth Jai Parkash Mukand Lal Inst. of Engineering & Technology,College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10653,,1995
CEI-IN-1F6B87B6B19A,Tagore College of Educaiton,College,Haryana,Karnal,,2020-21,VERIFIED,C-10678,,2010
CEI-IN-127A460FABEA,S.D. College of Education,College,Haryana,Panipat,,2020-21,VERIFIED,C-10681,,2011
CEI-IN-D569BB01A22F,International  Institute of  Engg. & Tech Samani,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10706,,2009
CEI-IN-B50EA10F0E87,"University Polytechnic, Shahjahanpur",College,Uttar Pradesh,Shahjahanpur,,2020-21,VERIFIED,C-1073,,2010
CEI-IN-DFC3ABA368B3,Sita Ram Arya Memorial College of Education,College,Haryana,Hisar,,2020-21,VERIFIED,C-10740,,2009
CEI-IN-3D5FDC4F2BEF,Shree Ram Mulkh Institute of Engg. & Tech.,College,Haryana,Ambala,,2020-21,VERIFIED,C-10756,,2007
CEI-IN-0B26A37993F0,N.C. College of Education,College,Haryana,Panipat,,2020-21,VERIFIED,C-10800,,2006
CEI-IN-F0FE2D441889,Shri Krishan Institute of Engineering & Technology,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10838,,1997
CEI-IN-74FD5735071D,"D.A.V. College, Pehowa",College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10855,,1981
CEI-IN-77349C13DF0D,Vision International College of Education,College,Haryana,Hisar,,2020-21,VERIFIED,C-10858,,2007
CEI-IN-1CF9FA951FF4,"SHRI SIDDHIVINAYAKA RURAL COLLEGE OF EDUCATION, HARUGERI",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10144,,2004
CEI-IN-7FEE3640BD0A,"MAHILA ARTS & HOMESCI. COLLEGE, KODINAR",College,Gujarat,Gir Somnath,,2020-21,VERIFIED,C-1017,,1993
CEI-IN-1A7EF13260B6,"SHRI SIDDARAMESHWARA ARTS DEGREE COLLEGE, MORATAGI",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10183,,2011
CEI-IN-6DEF797AC5D8,"SHRI. VRUSHABHENDRA EDUCATION SOCIETY'S, B. R. DARUR FIRST GRADE COLLEGE,  HARUGERI",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10187,,1983
CEI-IN-B5A2422ADCB7,"BVVS BANJARA B.PED COLLEGE,  BIJAPUR",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10194,,2008
CEI-IN-EAE4664C8D09,SHRI L.D. DHANANI ARTS COLLEGE-AMRELI,College,Gujarat,Amreli,,2020-21,VERIFIED,C-1021,,2005
CEI-IN-79AD24BCE8CB,SARVODAY COLLEGE OF SCIENCE & TECHNOLOGY - RAJKOT,College,Gujarat,Rajkot,,2020-21,VERIFIED,C-10237,,2007
CEI-IN-004503FB5CE2,V.D.KANKIYA ARTS & M.R.SANGHVI COMMERCE COLLEGE-SAVARKUNDLA,College,Gujarat,Amreli,,2020-21,VERIFIED,C-1032,,1971
CEI-IN-2AB03242ACAD,"Institute of Engg. & Tech, Bhaddal",College,Punjab,Rupnagar,,2020-21,VERIFIED,C-10328,,1998
CEI-IN-46E51B5AE6E7,"DAV Institute of Engineering and Technology, Jalandhar",College,Punjab,Jalandhar,,2020-21,VERIFIED,C-10384,,2000
CEI-IN-4AFB368B9132,M.K. Education Societies Group of Institutions,College,Punjab,Amritsar,,2020-21,VERIFIED,C-10405,,2010
CEI-IN-D56B7A5EA71E,"Shivshankar Institute of Engg. & Tech, Patti",College,Punjab,Amritsar,,2020-21,VERIFIED,C-10438,,2004
CEI-IN-BECCBA41206E,Mittaso College of Education,College,Haryana,Jind,,2020-21,VERIFIED,C-10516,,2008
CEI-IN-FCB379BD1791,L.N.T. College of Education,College,Haryana,Panipat,,2020-21,VERIFIED,C-10538,,2008
CEI-IN-79ED18F33C6A,Babu Anant Ram Janta College of Education,College,Haryana,Kaithal,,2020-21,VERIFIED,C-10563,,2008
CEI-IN-97A5C74C88A5,Hindustan Institute of Technology & Management,College,Haryana,Ambala,,2020-21,VERIFIED,C-10580,,2008
CEI-IN-358476E100E7,Lala Ami Chand Monga Memorial College of Education,College,Haryana,Ambala,,2020-21,VERIFIED,C-10592,,2006
CEI-IN-9B7FE0AFBDD1,Minerva College of Education,College,Haryana,Karnal,,2020-21,VERIFIED,C-10606,,2007
CEI-IN-85F00E9B8C49,"Tau Devi Lal Memorial College of Education,",College,Haryana,Panipat,,2020-21,VERIFIED,C-10620,,2003
CEI-IN-FE047A2E12A2,R.K.S.D. College,College,Haryana,Kaithal,,2020-21,VERIFIED,C-10663,,1954
CEI-IN-725FB331D39B,"M.L.N. College, Radaur",College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10684,,1971
CEI-IN-12845959ED5B,"S.P.S. Janta College, Mustafabad",College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10686,,2006
CEI-IN-B9B297E01419,"Government College, Hansi",College,Haryana,Hisar,,2020-21,VERIFIED,C-10707,,1980
CEI-IN-C45BDAAB54D6,F.C. College for Women,College,Haryana,Hisar,,2020-21,VERIFIED,C-10753,,1954
CEI-IN-F2D73257A347,"Arya College, Panipat",College,Haryana,Panipat,,2020-21,VERIFIED,C-10762,,1954
CEI-IN-87B2D05F0B7F,Shree Ram Mulkh College of Education,College,Haryana,Panchkula,,2020-21,VERIFIED,C-10791,,2006
CEI-IN-9EC65EC448D3,Kithana College of Education,College,Haryana,Kaithal,,2020-21,VERIFIED,C-10801,,2008
CEI-IN-5646F4DA797C,Doon Valley Institute of Education,College,Haryana,Karnal,,2020-21,VERIFIED,C-10811,,2004
CEI-IN-5A69DAE8F2CE,"KSR COLLEGE OF EDUCATION, BELGAUM",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10147,,1982
CEI-IN-195953361D9D,"S. P. MANDAL'S ARTS AND COMMERCE COLLEGE, RAIBAG",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10149,,1974
CEI-IN-180E8ADD9CFC,"SSVS's H S PATIL B.P.ED COLLEGE,  TALIKOTI",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10172,,2006
CEI-IN-05DC44D891B2,"Y V V S'S ARTS COLLEGE,  YAMAKANAMARDI",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10174,,2007
CEI-IN-A6D265B1F1A5,"SVSET'S SVS BBA COLLEGE,   ILKAL",College,Karnataka,Bagalkote,,2020-21,VERIFIED,C-10177,,2009
CEI-IN-AC6E1AFE0A49,Swami Sarvanand Institute of Mangement and Technology,College,Punjab,Gurdaspur,,2020-21,VERIFIED,C-10269,,1999
CEI-IN-81271FED5C52,Baba Banda Singh Bahadur Engineering College,College,Punjab,Fatehgarh Sahib,,2020-21,VERIFIED,C-10277,,1993
CEI-IN-7FA54A9A4EF5,"Ramgarhia Institute of Engg. and Tech, Phagwara",College,Punjab,Kapurthala,,2020-21,VERIFIED,C-10279,,2003
CEI-IN-1D6736AF2140,"Rayat & Bahra Institute of Pharmacy, Bohan",College,Punjab,Hoshiarpur,,2020-21,VERIFIED,C-10281,,2008
CEI-IN-9822D83D58B3,"Baba Mangal Singh Institute of Management & Technology, Moga",College,Punjab,Moga,,2020-21,VERIFIED,C-10313,,2001
CEI-IN-0711C79C865C,"Swami Vivekanand Institute of Engineering & Technology, Ramnagar",College,Punjab,Patiala,,2020-21,VERIFIED,C-10362,,2004
CEI-IN-434968AF4F80,Sri Sukhmani Institute of Hospitality Management and Technology,College,Punjab,S.A.S Nagar,,2020-21,VERIFIED,C-10365,,2008
CEI-IN-A68B7F4854EF,Bhai Gurdas Institute of Management & Technology,College,Punjab,Sangrur,,2020-21,VERIFIED,C-10370,,1999
CEI-IN-0E32A0AB22A7,C.U.SHAH MEDICAL COLLEGE -SURENDRANAGAR,College,Gujarat,Surendranagar,,2020-21,VERIFIED,C-1039,,2000
CEI-IN-965B5B4D6CE8,"S. Sukhjinder Singh Engg. & Tech College, VPO- Hayat Nagar",College,Punjab,Gurdaspur,,2020-21,VERIFIED,C-10415,,2008
CEI-IN-1821EC222041,DR.SUBHASH MAHILA ARTS COMM.& HOMESCI.COLLEGE-JUNAGADH,College,Gujarat,Junagadh,,2020-21,VERIFIED,C-1044,,1976
CEI-IN-89458E76BBBB,D.A.V. College For Girls,College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10519,,1958
CEI-IN-60E1E804378B,Guru Nanak Institute of Management,College,Haryana,Ambala,,2020-21,VERIFIED,C-10555,,2008
CEI-IN-34966B24376A,"S.M.S. Khalsa Labana Girls College, Barara",College,Haryana,Ambala,,2020-21,VERIFIED,C-10581,,1981
CEI-IN-2327EC9390A8,Vardey Devi College of Education,College,Haryana,Jind,,2020-21,VERIFIED,C-10598,,2006
CEI-IN-6D8B9A8C5C33,"K.M. Government  College, Narwana",College,Haryana,Jind,,2020-21,VERIFIED,C-10608,,1966
CEI-IN-5060C5606C2B,Shanti Devi College of Education,College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10615,,2007
CEI-IN-D411808CC5C5,Global Research  Institute of  Management. & Technology,College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10617,,2008
CEI-IN-BA8054946028,"Maharaja Agrasen College, Jagadhri",College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10626,,1971
CEI-IN-202232A9AF3D,"Government College, Israna",College,Haryana,Panipat,,2020-21,VERIFIED,C-10630,,1999
CEI-IN-8E26DBB4BB51,Jai Mata College of Education,College,Haryana,Hisar,,2020-21,VERIFIED,C-10638,,2008
CEI-IN-609B73B89AD4,"Shikshan Mahavidyalaya (College of Education), Ahmedabad",College,Gujarat,Ahmedabad,,2020-21,VERIFIED,C-1064,,-
CEI-IN-5DEF2D4BABF8,"Kumari Vidyavati Anand D.A.V. College for Women, Karnal.",College,Haryana,Karnal,,2020-21,VERIFIED,C-10661,,1957
CEI-IN-14EDDD8DDFC1,Ambika College of Education,College,Haryana,Hisar,,2020-21,VERIFIED,C-10718,,2007
CEI-IN-F208A72163B9,Mata Shanti Devi Memorial College of Edu,College,Haryana,Ambala,,2020-21,VERIFIED,C-10731,,2008
CEI-IN-83931FEE4F3A,Savitri Devi Memorial College of Education,College,Haryana,Kaithal,,2020-21,VERIFIED,C-10755,,2007
CEI-IN-F015321842B9,Hindu College of Education,College,Haryana,Hisar,,2020-21,VERIFIED,C-10757,,2008
CEI-IN-C72C2186A035,Jind Institute of  Engineering & Technology,College,Haryana,Jind,,2020-21,VERIFIED,C-10772,,1998
CEI-IN-A99932571FAB,United College of Education,College,Haryana,Kaithal,,2020-21,VERIFIED,C-10781,,2007
CEI-IN-5B65BEACD78F,Jeevan Chanan College of Education,College,Haryana,Karnal,,2020-21,VERIFIED,C-10785,,2007
CEI-IN-95EC43181F06,Kartar Memorial College of Education,College,Haryana,Hisar,,2020-21,VERIFIED,C-10832,,2007
CEI-IN-73D1C3D375EF,Green Valley College of Education,College,Haryana,Jind,,2020-21,VERIFIED,C-10854,,2007
CEI-IN-A655892F9940,"Govt. College, Chhachhrauli",College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10859,,2008
CEI-IN-4B3B3BD3E816,Maharishi Dayanand College of Education,College,Haryana,Hisar,,2020-21,VERIFIED,C-10863,,2010
CEI-IN-D0AD355BFE59,"SRI GHANAMATHESHWAR COLLEGE OF EDU,  TALIKOTI",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10140,,2007
CEI-IN-F98B9575BA8B,"GOVT FIRST GRADE COLLEGE,  BAGALKOT (6012)",College,Karnataka,Bagalkote,,2020-21,VERIFIED,C-10166,,2006
CEI-IN-5EFAB2DD9A34,"ASNSS BHART RATNA DR.RADHAKRISHNAN B.ED COLLEGE, SANKESHWAR",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10191,,2006
CEI-IN-06973C4214B1,"S P M ARTS/SCIE  COLLEGE,  HARUGERI",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10192,,1991
CEI-IN-CE87F41C4442,"RUDRAGOUDA PATIL GOVT FIRST GRADE COLLEGE,  BILAGI",College,Karnataka,Bagalkote,,2020-21,VERIFIED,C-10199,,1991
CEI-IN-569B646BBDF9,SHRI H.M.PATEL MAHILA LAW COLLEGE-JUNAGADH,College,Gujarat,Junagadh,,2020-21,VERIFIED,C-1020,,2004
CEI-IN-4538158E05C3,Aarupadai Veedu Medical College and Hospital,College,Puducherry,Puducherry,,2020-21,VERIFIED,C-10217,,1999
CEI-IN-53B757F6262F,Vinayaka Mission's Homeopathic Medical College,College,Tamil Nadu,Salem,,2020-21,VERIFIED,C-10225,,1988
CEI-IN-6D98EA24B7DD,Ghubaya College of Engg. and Technology,College,Punjab,Fazilka,,2020-21,VERIFIED,C-10255,,2010
CEI-IN-6A2F806C866B,"Vidya Jyoti Educational Society, VPO-Gholu Majra",College,Punjab,S.A.S Nagar,,2020-21,VERIFIED,C-10265,,2006
CEI-IN-2DE746DDCAD1,LAW COLLEGE-JUNAGADH,College,Gujarat,Junagadh,,2020-21,VERIFIED,C-1027,,1969
CEI-IN-A7E493AD65D6,Bhai Maha Singh College of Engg.,College,Punjab,Sri Muktsar Sahib,,2020-21,VERIFIED,C-10294,,2002
CEI-IN-302826A90DFF,"S.G.T.B Institute of Management and IT, Bhogpur",College,Punjab,Jalandhar,,2020-21,VERIFIED,C-10331,,2009
CEI-IN-5F2B14ADF617,"GAYATRI GURUKRUPA B.ED. COLLEGE, LATHI",College,Gujarat,Amreli,,2020-21,VERIFIED,C-1034,,2007
CEI-IN-568D4AF0566A,"Baba Khajandas College of Management and Technology, Ludhiana",College,Punjab,Ludhiana,,2020-21,VERIFIED,C-10410,,2009
CEI-IN-A25C03814C0A,"DHARMENDRASIHJI ARTS COLLEGE, RAJKOT",College,Gujarat,Rajkot,,2020-21,VERIFIED,C-1047,,1937
CEI-IN-E095B4908EEA,"Guru Nanak Institute of Management and Technology, Ludhina",College,Punjab,Ludhiana,,2020-21,VERIFIED,C-10492,,1997
CEI-IN-AE4A17AD3C23,"Guru Nanak Khalsa College, Yamuna Nagar",College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10527,,1968
CEI-IN-C5D95C39AA36,S.G. College of Education,College,Haryana,Jind,,2020-21,VERIFIED,C-10539,,2007
CEI-IN-D86941A23EE8,R.P. Indraprastha Institute of Technology,College,Haryana,Karnal,,2020-21,VERIFIED,C-10549,,2008
CEI-IN-7630EB3EBFFA,Lakshay College of Education,College,Haryana,Panipat,,2020-21,VERIFIED,C-10578,,2007
CEI-IN-33B6025EFD3F,Sh. Atamanand Jain Institute of Management & Technology,College,Haryana,Ambala,,2020-21,VERIFIED,C-10591,,1996
CEI-IN-690284E893F3,Ch. P.R.M. College of Education,College,Haryana,Jind,,2020-21,VERIFIED,C-10610,,2008
CEI-IN-CEB422BAE2AC,"S.D. College, Panipat.",College,Haryana,Panipat,,2020-21,VERIFIED,C-10642,,1969
CEI-IN-C1E1102B8084,Budha College of Management,College,Haryana,Karnal,,2020-21,VERIFIED,C-10669,,2008
CEI-IN-4BAAA3A276DF,"D.A.V.  College, Sadhaura",College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10723,,1968
CEI-IN-29194FB90E77,B P COLLEGE OF BUSINESS ADMINISTRATION,College,Gujarat,Gandhinagar,,2020-21,VERIFIED,C-1074,,1999
CEI-IN-10026617BF83,Swami Vivekanand College of Education,College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10745,,2006
CEI-IN-7E942C2F9EE7,Bhai Surender Kumar Memorial College of Education,College,Haryana,Jind,,2020-21,VERIFIED,C-10746,,2008
CEI-IN-D72AEF3459E4,CHANCHALBEN MAFATLAL PATEL COLLEGE OF NURSING,College,Gujarat,Gandhinagar,,2020-21,VERIFIED,C-1075,,2008
CEI-IN-56DA9F5DF739,"Manish Papneja Memorial S.D. Girls College, Ismailabad",College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10788,,2001
CEI-IN-846FBD24F538,Dev Samaj College for Girls,College,Haryana,Ambala,,2020-21,VERIFIED,C-10845,,1948
CEI-IN-83A91CA327A9,Jaat College of Education,College,Haryana,Karnal,,2020-21,VERIFIED,C-10856,,2007
CEI-IN-D77A99FF53AB,"S H E S 'S J P SHIRAGAONKAR DEGREE COLLEGE,   PARAMANANDAWADI",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10152,,2007
CEI-IN-2F8E46C2B222,GOMATESH VIDYAPEETH  ARTS COLLEGE BELAGAVI,College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10173,,2011
CEI-IN-5BD9A4BC3DAD,"KLE SOCIETYS COLLEGE OF EDUCATION, BELGAUM",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10203,,2004
CEI-IN-A87D47ACBB22,Vinayaka Mission's College of Pharmacy,College,Tamil Nadu,Salem,,2020-21,VERIFIED,C-10216,,1982
CEI-IN-44B1E5DDB459,Vinayaka Mission's Kirupananda Variyar Arts and Science College,College,Tamil Nadu,Salem,,2020-21,VERIFIED,C-10222,,1995
CEI-IN-B1DDD603566B,School of Nuclear Energy,College,Gujarat,Gandhinagar,,2020-21,VERIFIED,C-10229,,-
CEI-IN-1DA5FEA6467D,"Sri Sai College of Pharmacy, Badhani",College,Punjab,Gurdaspur,,2020-21,VERIFIED,C-10337,,2004
CEI-IN-50201DA81B69,Shaheed Bhagat Singh Polytechnic and Pharmacy College,College,Punjab,Amritsar,,2020-21,VERIFIED,C-10375,,1986
CEI-IN-97949427997C,"SMT. V.B. NANDOLA B.ED. COLLEGE, BHACHA TA.UNA",College,Gujarat,Gir Somnath,,2020-21,VERIFIED,C-1038,,2004
CEI-IN-6EDA39D0A09A,St. Soldier Institute of Pharmacy,College,Punjab,Jalandhar,,2020-21,VERIFIED,C-10432,,2008
CEI-IN-C23B233336C3,SHREE G. K. & C. K. BOSAMIA ARTS & COMMERCE COLLEGE - JETPUR,College,Gujarat,Rajkot,,2020-21,VERIFIED,C-1048,,1972
CEI-IN-42B71A2AEB62,"St. Soldier Group of Institutions, Jalandhar",College,Punjab,Jalandhar,,2020-21,VERIFIED,C-10513,,2010
CEI-IN-E6EFD5416872,Swami Devi Dyal Law College,College,Haryana,Panchkula,,2020-21,VERIFIED,C-10554,,2008
CEI-IN-518F74F3DA6C,Dr. Ganesh Dass DAV College of Education for Women,College,Haryana,Karnal,,2020-21,VERIFIED,C-10593,,1968
CEI-IN-AFBD2A0B8C60,Geeta Institute of Education,College,Haryana,Panipat,,2020-21,VERIFIED,C-10629,,2008
CEI-IN-4A16940EF405,Maharaja Aggarsain College of Education Pundri,College,Haryana,Kaithal,,2020-21,VERIFIED,C-10635,,2008
CEI-IN-22B55B19593E,M.D. College of Education,College,Haryana,Panipat,,2020-21,VERIFIED,C-10643,,2007
CEI-IN-D6B5FCE59D18,P.K.R. Jain College of Education,College,Haryana,Ambala,,2020-21,VERIFIED,C-10647,,2006
CEI-IN-48798E7D10FE,Birkha Ram College of Education,College,Haryana,Ambala,,2020-21,VERIFIED,C-10673,,2008
CEI-IN-26ED23C225F5,Maharaja Agrasen Institute of  Management & Technology,College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10689,,1997
CEI-IN-91D858BD0B1A,B.P.R. College of Education,College,Haryana,Kaithal,,2020-21,VERIFIED,C-10694,,2007
CEI-IN-AB31CF103631,S.P.S. Janta College of Education,College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10699,,2006
CEI-IN-3776BA449321,"Government  College, Nalwa",College,Haryana,Hisar,,2020-21,VERIFIED,C-10711,,1981
CEI-IN-EA0389803FFB,Geeta Institute of Law,College,Haryana,Panipat,,2020-21,VERIFIED,C-10809,,2007
CEI-IN-623D0992A6DE,Shanti Niketan College of Education,College,Haryana,Hisar,,2020-21,VERIFIED,C-10830,,2006
CEI-IN-5ADD3781080E,C.R.M. Jat College,College,Haryana,Hisar,,2020-21,VERIFIED,C-10853,,1967
CEI-IN-417417AEC5E9,"G.M.N. College,",College,Haryana,Ambala,,2020-21,VERIFIED,C-10857,,1948
CEI-IN-EAFD88D3DE60,"GOVT. FIRST GRADE COLLEGE , KALDAGI",College,Karnataka,Bagalkote,,2020-21,VERIFIED,C-10164,,2009
CEI-IN-CCD7561C6CD6,"CTES'S ARTS & COMMERCE COLLEGE, CHIKKODI",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10170,,2005
CEI-IN-30546A167BF5,"SES WS'S MOULANA ABDUL KALAM AZAD BSW COLLEGE, CHIKKODI ROAD,  EXAMBA",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10171,,2008
CEI-IN-428D39266793,"BVVS THE PRESIDENCY B.ED COLLEGE,  BIJAPUR",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10205,,2009
CEI-IN-7DCFB713E6BB,"College of Fisheries, Dholi",College,Bihar,Muzaffarpur,,2020-21,VERIFIED,C-10239,,1986
CEI-IN-448F1C996E74,"Tirhut College of Agricultural ,Dholi",College,Bihar,Muzaffarpur,,2020-21,VERIFIED,C-10241,,1960
CEI-IN-8347CF7E2D26,Guru Gobind Singh College of Management and Technology,College,Punjab,Sri Muktsar Sahib,,2020-21,VERIFIED,C-10262,,2009
CEI-IN-00A2AAF752C7,"CT Institute of Pharmaceutical Sciences, Shahpur",College,Punjab,Jalandhar,,2020-21,VERIFIED,C-10300,,2004
CEI-IN-11659D3C1828,"Gurdasidevi Institute of Management & Technology, Budhlada",College,Punjab,Mansa,,2020-21,VERIFIED,C-10345,,2010
CEI-IN-14CE169FF28F,Innocent Hearts Group of Institutions,College,Punjab,Jalandhar,,2020-21,VERIFIED,C-10355,,2009
CEI-IN-1024B9FC532A,"Aryans Buisness School, Vill Nepra",College,Punjab,Patiala,,2020-21,VERIFIED,C-10361,,2007
CEI-IN-158156EACA24,"Lala Lajpat Rai College of Pharmacy , Moga",College,Punjab,Moga,,2020-21,VERIFIED,C-10363,,2004
CEI-IN-B77490D18B4F,Khalsa Institute of Management and Technology for Women,College,Punjab,Ludhiana,,2020-21,VERIFIED,C-10477,,2001
CEI-IN-9D8E81613E85,"Institute for Management Studies, IET Bhaddal",College,Punjab,Rupnagar,,2020-21,VERIFIED,C-10480,,2007
CEI-IN-CFD7C20E1CB5,Ludhiana Group of Colleges,College,Punjab,Ludhiana,,2020-21,VERIFIED,C-10491,,2010
CEI-IN-D4DEDCC68385,"Bharat Institute of Management Studies , Vill Khara Khurd",College,Punjab,Mansa,,2020-21,VERIFIED,C-10499,,2009
CEI-IN-3A0E9DE752AE,SOMNATH ARTS  & PHYS. EDUCATION COLLEGE-KODINAR,College,Gujarat,Gir Somnath,,2020-21,VERIFIED,C-1053,,2005
CEI-IN-8B11E08C0F0B,Dharam College of Education,College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10567,,2008
CEI-IN-82544C58116D,Dyal Singh College Karnal,College,Haryana,Karnal,,2020-21,VERIFIED,C-10569,,1949
CEI-IN-14900EFBF209,"Sri Guru Harkrishan Sahib Khalsa College, Panjokhra Sahib",College,Haryana,Ambala,,2020-21,VERIFIED,C-10599,,1993
CEI-IN-16B669929554,"M.D.S.D. Girls College, Ambala City",College,Haryana,Ambala,,2020-21,VERIFIED,C-10623,,1980
CEI-IN-7D37BCB18831,Modern College of Education,College,Haryana,Panipat,,2020-21,VERIFIED,C-10648,,2007
CEI-IN-B5EE5E8F54C2,Saraswati College of Education teek,College,Haryana,Kaithal,,2020-21,VERIFIED,C-10659,,2007
CEI-IN-24AB0D3671C4,Shri Sai Baba College of Education,College,Haryana,Kaithal,,2020-21,VERIFIED,C-10701,,2008
CEI-IN-ACC423A0EF18,Lord Krishna College of Education,College,Haryana,Ambala,,2020-21,VERIFIED,C-10714,,2006
CEI-IN-452FE7995888,R H PATEL ENGLISH MEDIUM B ED COLLEGE,College,Gujarat,Gandhinagar,,2020-21,VERIFIED,C-1076,,2003
CEI-IN-C4E4D3BA5156,Markanda National College,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10792,,1971
CEI-IN-D18E6EDD4843,Arya Kanya Gurukul College of Education,College,Haryana,Karnal,,2020-21,VERIFIED,C-10802,,2008
CEI-IN-4D49E7E9C5A6,Keshav College of Education,College,Haryana,Bhiwani,,2020-21,VERIFIED,C-10815,,2007
CEI-IN-776CD63B5CEF,Government College for Women,College,Haryana,Hisar,,2020-21,VERIFIED,C-10829,,2003
CEI-IN-FE3C90C6F407,"Metis Degree College, Anta, Safidon",College,Haryana,Jind,,2020-21,VERIFIED,C-10833,,2010
CEI-IN-587A7A9F613F,Raj Rajeshwari College of Education,College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10835,,2007
CEI-IN-18799ADCABC6,Ladwa College of Education,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10844,,2007
CEI-IN-BD93701E237C,"SHRI KALIDAS ARTS COLLEGE, KERUR",College,Karnataka,Bagalkote,,2020-21,VERIFIED,C-10139,,1996
CEI-IN-FEFDD835FD60,"SHRI M VISHWESHWARAYA COLLEGE OF BBA,  BILAGI",College,Karnataka,Bagalkote,,2020-21,VERIFIED,C-10179,,2007
CEI-IN-83527D16BB8B,"K L E SOCIETYs SHRI SHIVAYOGI MURUGHENDRA SWAMIJI   ARTS ,SCIENCE & COMMERCE COLLEGE,  ATHANI",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10196,,1968
CEI-IN-49EFA4201B00,"SDVSS'S BCA COLLEGE,  SANKESHWAR",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10208,,2007
CEI-IN-49DFB4DF84EB,Himalayan Institute of Medical Sciences,College,Uttarakhand,Dehradun,,2020-21,VERIFIED,C-10213,,1996
CEI-IN-3440FB8EFF8F,School of Technology,College,Gujarat,Gandhinagar,,2020-21,VERIFIED,C-10232,,-
CEI-IN-96F4ABB01EC8,"A & M Institute of Management & Technology, Pathankot",College,Punjab,Pathankot,,2020-21,VERIFIED,C-10257,,2008
CEI-IN-1F9DCE01E11F,Rayat Group of Institutions,College,Punjab,Shahid Bhagat Singh Nagar,,2020-21,VERIFIED,C-10296,,2001
CEI-IN-4717DFA1565F,"National College of Information Technology, Muktsar",College,Punjab,Sri Muktsar Sahib,,2020-21,VERIFIED,C-10306,,2001
CEI-IN-82CC2908D7D7,"VMS College of Pharmacy, Batala",College,Punjab,Gurdaspur,,2020-21,VERIFIED,C-10314,,2004
CEI-IN-9612B738D80C,"S.D College ofPharmacy, Barnala",College,Punjab,Barnala,,2020-21,VERIFIED,C-10366,,2001
