cei_id,institution_name,category,state,district,university_affiliation,source_year,verification_status,aishe_code,naac_grade,established_year
CEI-IN-9CAE2A6402B9,"SMYK  GOVERNMENT FIRST  GRADE COLLEGE, TELASANG",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10053,,2007
CEI-IN-D0BB81CFAE83,"CHAUSON EDUCATION COLLEGE, CHIKKODI (PG)",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10063,,1985
CEI-IN-F04B124F0DC0,"GOKAK EDUCATION SOCIETYS COLLEGE OF EDUCATION, GOKAK",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10075,,2005
CEI-IN-5B1C6886F163,"SHRI MUKESH JANI B.ED. COLLEGE, AMRELI",College,Gujarat,Amreli,,2020-21,VERIFIED,C-1011,,2007
CEI-IN-D9D96C6BAECF,"SHRI M.N. KAMPANI ARTS & A.K. SHAH COMMERCE COLLEGE, MANGROL",College,Gujarat,Junagadh,,2020-21,VERIFIED,C-1013,,1988
CEI-IN-E1FEA38C0422,"St. Bede's College, Shimla",College,Himachal Pradesh,Shimla,,2020-21,VERIFIED,C-11287,,1904
CEI-IN-772958719E3C,"Shri Ramdev Sanskrit Mahavidyalaya, Baderi",College,Uttar Pradesh,Jaunpur,,2020-21,VERIFIED,C-20428,,-
CEI-IN-9057D64421E5,"L.D.COLLEGE OF ENGINEERING, AHMEDABAD 028",College,Gujarat,Ahmedabad,,2020-21,VERIFIED,C-212,,1948
CEI-IN-F46CEAD5F6DC,College of Basic Sciences & Humanities,College,Haryana,Hisar,,2020-21,VERIFIED,C-29455,,1970
CEI-IN-B0474739BDF2,"Degree College, Supaul",College,Bihar,Supaul,,2020-21,VERIFIED,C-29617,,1979
CEI-IN-535A930F36D8,"A.P.N. College, Sadar, Jabalpur",College,Madhya Pradesh,Jabalpur,,2020-21,VERIFIED,C-33442,,2000
CEI-IN-38D06162DBA0,ARHAM INTERNATIONAL INSTITUTE OF INFORMATION SECURITY,College,Maharashtra,Pune,,2020-21,VERIFIED,C-72753,,-
CEI-IN-BBD5DEA1C143,B. V. Patel Pharmaceutical Education & Research Development (PERD) Centre,College,Gujarat,Ahmedabad,,2020-21,VERIFIED,C-4,,-
CEI-IN-5EED9CE7CDFD,"Savitribai Fule Vidyan Mahavidyalaya, Shindkhed Raja.",College,Maharashtra,Buldhana,,2020-21,VERIFIED,C-43091,,2007
CEI-IN-8AE9BAFCB442,"S.P.MEMORIAL INSTITUTE OF TECHNOLOGY,KAUSHAMBI",College,Uttar Pradesh,Kaushambi,,2020-21,VERIFIED,C-49305,,2008
CEI-IN-4171C9637C67,SANSKRITI ENGINEERING COLLEGE,College,Uttar Pradesh,Mathura,,2020-21,VERIFIED,C-53971,,2014
CEI-IN-12CBFAE9436C,Chanakya Foundation,College,Bihar,Patna,,2020-21,VERIFIED,C-56372,,2015
CEI-IN-AF328968525D,BIRBHUM NATIONAL INSTITUTE OF HIGHER EDUCATION,College,West Bengal,Birbhum,,2020-21,VERIFIED,C-58141,,2016
CEI-IN-59ED3D07509D,H. A. College of Commerce,College,Gujarat,Ahmedabad,,2020-21,VERIFIED,C-5901,,1956
CEI-IN-8AAE48AC3298,JPS Mahavidyalay,College,Uttar Pradesh,Rae Bareli,,2020-21,VERIFIED,C-62444,,2019
CEI-IN-B75414D3C7C1,Govt Medical College Datia,College,Madhya Pradesh,Datia,,2020-21,VERIFIED,C-62614,,2018
CEI-IN-93F63EB5CC98,SANTOSH YOGA MAHAVIDHYALAYA,College,Rajasthan,Jaipur,,2020-21,VERIFIED,C-66882,,-
CEI-IN-524A73C9B244,HARVARD INSTITUTE OF FIRE AND SAFETY ENGINEERING,College,Karnataka,Chikkamagaluru,,2020-21,VERIFIED,C-67586,,-
CEI-IN-499CA29C41F4,RADHARANI NURSING COLLEGE SHAHDOL,College,Madhya Pradesh,Shahdol,,2020-21,VERIFIED,C-68347,,2020
CEI-IN-F7303A5069D6,"Saint Gadage Maharaj Mahavidyalaya, Loha",College,Maharashtra,Nanded,,2020-21,VERIFIED,C-7520,,1989
CEI-IN-60CCA4B5B563,MAA DAKHINESWARI INSTITUTE OF MEDICAL SCIENCE,College,Odisha,Bhadrak,,2020-21,VERIFIED,C-72761,,-
CEI-IN-60DB9309C5E1,"TALUKA SHIKSHANA PRASARAK MANDALI, CHANAVEERAPPA MALLAPPA MANAGULI ARTS,SCIENCE AND COMMERCE COLLEGE,   SINDAGI",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10025,,1984
CEI-IN-93DE36E35D45,"D.K.V. ARTS & SCIENCE COLLEGE, JAMAGAR",College,Gujarat,Jamnagar,,2020-21,VERIFIED,C-1004,,1956
CEI-IN-442DC3C3D3AD,MGVC ARTS/SCI/COMM COLLEGE MUDDEBIHAL,College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10058,,1968
CEI-IN-9E39C81F6888,SHRI TEJENDRA PRASADJI B.ED. COLLEGE-CHARAVADA,College,Gujarat,Morbi,,2020-21,VERIFIED,C-1008,,2003
CEI-IN-3E5C35EF6159,"GOVT FIRST GRADE COLLEGE,  MUDDEBIHAL",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10094,,2007
CEI-IN-5CB7E8459054,"GOVT FIRST GRADE COLLEGE, NESARGI",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10122,,1988
CEI-IN-7D4EB0D725D4,"KLE  SOCIETY 's  SHRI CHANNAGIRISHWAR PRASADIK ARTS, SCIENCE AND   D.D. SHIROL COMMERCE COLLEGE, MAHALINGPUR(PG)",College,Karnataka,Bagalkote,,2020-21,VERIFIED,C-10128,,1987
CEI-IN-A41B27A85755,"SHRI PADMARAJ VIDYAVARDHAK SANGH 's G P PORWAL ARTS,COMM AND V V SALIMATH SCIENCE COLLEGE,  AP SINDGI 5286128 TQ SINDGI DT VIJAYAPUR",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10133,,1972
CEI-IN-CFE55C1100F9,"NARAYAN MAHAVIDYALAYA, AUNTA, MEJA,",College,Uttar Pradesh,Prayagraj,,2020-21,VERIFIED,C-12607,,2008
CEI-IN-A1D4011E3741,"SUDAMA DEVI BALIKA DEGREE COLLEGE, ETAH",College,Uttar Pradesh,Etah,,2020-21,VERIFIED,C-15577,,2011
CEI-IN-5F488BB0873B,"Sarvseva Mahavidyalaya, Aabadan Bairan, Ghazipur",College,Uttar Pradesh,Ghazipur,,2020-21,VERIFIED,C-16003,,-
CEI-IN-9C8672EA765B,SCHOOL OF PLANNING AND ARCHTECTURE,College,Telangana,Hyderabad,,2020-21,VERIFIED,C-17029,,1991
CEI-IN-BC4412C83241,"Arun Joshi Education College, Hanuman nagar",College,Maharashtra,Nagpur,,2020-21,VERIFIED,C-18465,,1986
CEI-IN-4D81F664D78A,St . Lawrence College of Higher Education,College,Delhi,East,,2020-21,VERIFIED,C-32924,,2008
CEI-IN-8ACAA82410E4,"PT. J.N.M. MEDICAL COLLEGE, RAIPUR",College,Chhattisgarh,Raipur,,2020-21,VERIFIED,C-32980,,1963
CEI-IN-D88B8265E348,Walavalkar hospital and dignostic centre,College,Maharashtra,Ratnagiri,,2020-21,VERIFIED,C-33521,,-
CEI-IN-757F8D2FF4D3,Society for applied microwave electronics engg. and research department of electronics,College,Maharashtra,Mumbai Suburban,,2020-21,VERIFIED,C-34120,,-
CEI-IN-3F31DD22263E,"Lord Krishana College of Edu., Alwar",College,Rajasthan,Alwar,,2020-21,VERIFIED,C-38717,,2008
CEI-IN-16D0B8C670DE,"Arihant Institute of Management Studies AIMS SHL Court, Near Pulgate Bus Stand, Camp, Pune 411001",College,Maharashtra,Pune,,2020-21,VERIFIED,C-41267,,-
CEI-IN-0372D97AC6B5,"Mitcon Institute of Management, Balewadi, Pune 411045",College,Maharashtra,Pune,,2020-21,VERIFIED,C-41324,,-
CEI-IN-AA546FDF1BB2,"RAO HOSPITAL (Inst. Code - 508), COIMBATORE",College,Tamil Nadu,Coimbatore,,2020-21,VERIFIED,C-49039,,1953
CEI-IN-514743480F5D,"AMBEDKAR MAHILA DEGREE COLLEGE, AMAWAN",College,Uttar Pradesh,Rae Bareli,,2020-21,VERIFIED,C-50163,,2010
CEI-IN-3613F615FF70,"SREE SAI DEGREE COLLEGE, KODAKANDLA",College,Telangana,Warangal,,2020-21,VERIFIED,C-50303,,2013
CEI-IN-5791AA037C92,"SHRI RAMNIWAS GIRLS COLLEGE, KARNWAL",College,Uttar Pradesh,Meerut,,2020-21,VERIFIED,C-52882,,2014
CEI-IN-3199355CBE08,EXCEL COLLEGE OF PHARMACY,College,Tamil Nadu,Namakkal,,2020-21,VERIFIED,C-58413,,2017
CEI-IN-4B3DB7E7F13A,ALIPURDUAR ASHUTOSH B.ED COLLEGE,College,West Bengal,Jalpaiguri,,2020-21,VERIFIED,C-59355,,2017
CEI-IN-A896A50825A1,RAJAJI COLLEGE OF EDUCATION,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-59398,,1986
CEI-IN-E06B9FF1DB9E,Brilliant institute of professional studies,College,Madhya Pradesh,Tikamgarh,,2020-21,VERIFIED,C-59568,,2017
CEI-IN-FB5E0F9741C7,ABHINAV COLLEGE,College,Rajasthan,Nagaur,,2020-21,VERIFIED,C-59685,,2017
CEI-IN-8066D2428271,MGM COLLEGE OF PHARMACY,College,Kerala,Kannur,,2020-21,VERIFIED,C-62227,,2019
CEI-IN-85B04E298A85,Faculty of Pharmaceutical Sciences,College,Karnataka,Bengaluru Urban,,2020-21,VERIFIED,C-62538,,1982
CEI-IN-4065F4E5BAA6,APEX TRUST NURSING COLLEGE,College,Uttar Pradesh,Mirzapur,,2020-21,VERIFIED,C-64364,,2020
CEI-IN-44B82C662343,GOVERNMENT COLLEGE RAJALDESAR,College,Rajasthan,Churu,,2020-21,VERIFIED,C-64755,,2020
CEI-IN-72C33E64F0DF,NAVYUG DIPLOMA IN HEALTH AND SANITARY INSPECTOR,College,Gujarat,Mahesana,,2020-21,VERIFIED,C-65929,,2021
CEI-IN-8BAB31E0A0F0,RAM NATH MUNSHI MAHILA MAHAVIDYALAYA SADAT GHAZIPUR,College,Uttar Pradesh,Ghazipur,,2020-21,VERIFIED,C-69357,,2020
CEI-IN-A5A22C2EC51D,GOVERNMENT COLLEGE KADERA,College,Rajasthan,Ajmer,,2020-21,VERIFIED,C-71390,,-
CEI-IN-10DF5522FCCF,PERFECT ACADEMY,College,Madhya Pradesh,Rajgarh,,2020-21,VERIFIED,C-71807,,-
CEI-IN-C3A6D9E6ED75,Institute of Plasma Research (IPR),College,Gujarat,Gandhinagar,,2020-21,VERIFIED,C-10,,-
CEI-IN-4FB5A34D15E7,"B.V.V.Sangha's BASAVESHWAR COMMERCE,COLLEGE,  BAGALKOT",College,Karnataka,Bagalkote,,2020-21,VERIFIED,C-10030,,1970
CEI-IN-B966484B1AA3,"GVV'S SHRI SHANTAVEER ARTS COLLEGE,  BABALESHWAR",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10047,,1987
CEI-IN-EB6EFFE4EDF0,"B. SHANKARANAND NATIONAL ARTS COLLEGE,  GHATAPRABHA",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10064,,1992
CEI-IN-063AD42B0DCA,"VSG ARTS AND COMM COLLEGE,  BIJAPUR",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10095,,2011
CEI-IN-C2C19DF34D49,"ANJUMAN-E-ISLAM EDU., COLLEGE, BIJAPUR",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10111,,2002
CEI-IN-E33D4A8372F2,"Govt. Law College, Ernakulam 682 011",College,Kerala,Ernakulam,,2020-21,VERIFIED,C-11785,,1874
CEI-IN-3DCDFA6AD455,"Swami Govindashram Mahavidyalay, Pairapur, Mirzapur",College,Uttar Pradesh,Mirzapur,,2020-21,VERIFIED,C-13616,,2006
CEI-IN-83572D45CBCA,Ram Pujan Samarak Mahaviyalaya Gorharpur Atrauliy Azamgarh,College,Uttar Pradesh,Azamgarh,,2020-21,VERIFIED,C-15882,,2015
CEI-IN-38F7BD43C673,"Sanskrit Pathshala, Vishwanathpur, Unaval",College,Uttar Pradesh,Gorakhpur,,2020-21,VERIFIED,C-19991,,-
CEI-IN-1F80AE9F1A43,"Rudra Adhyatm Sanskrit Mahavidyalaya, Bhayat, Bhopapur",College,Uttar Pradesh,Varanasi,,2020-21,VERIFIED,C-20479,,1983
CEI-IN-BFFD08EC1156,"College of Basic Science & Humanities, Bhubaneswar",College,Odisha,Khordha,,2020-21,VERIFIED,C-21463,,-
CEI-IN-C293C7A30130,St. Francis College for Women,College,Telangana,Hyderabad,,2020-21,VERIFIED,C-25990,,1959
CEI-IN-0F2778E6EF16,"KLEs Arts & Commerce College, Ankola (UK)",College,Karnataka,Uttara Kannada,,2020-21,VERIFIED,C-35608,,2001
CEI-IN-D32A3DE76FF7,"VIKAS DEGREE COLLEGE,KHAMBAMPADU",College,Andhra Pradesh,Krishna,,2020-21,VERIFIED,C-35907,,2006
CEI-IN-97BA42F316A8,"A N TT College, Sikar",College,Rajasthan,Sikar,,2020-21,VERIFIED,C-38300,,2006
CEI-IN-EB697E09D1F5,"V.H.J.Mohavidyalaya, Nikirai,Kendrapara",College,Odisha,Kendrapara,,2020-21,VERIFIED,C-39596,,1982
CEI-IN-A168B5A1707B,"Noorjaha Begam Salam Ahmad Arts & Commerce College, Wani.",College,Maharashtra,Yavatmal,,2020-21,VERIFIED,C-42911,,2003
CEI-IN-4C2796593E7B,"ALARD SCHOOL OF BUSINESS MANAGEMENT, PUNE",College,Maharashtra,Pune,,2020-21,VERIFIED,C-45887,,-
CEI-IN-4A7BFD9D6733,"HIMALAYAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",College,Uttar Pradesh,Lucknow,,2020-21,VERIFIED,C-46908,,2008
CEI-IN-6876F62A0D7B,"ALAGAPPA UNIVERSITY EVENING COLLEGE, RAMANATHAPURAM",College,Tamil Nadu,Ramanathapuram,,2020-21,VERIFIED,C-47509,,2008
CEI-IN-38733D7B6F00,"SUVIDYA DEGREE COLLEGE, CHITYAL",College,Telangana,Warangal,,2020-21,VERIFIED,C-47977,,2011
CEI-IN-27F1B7E093BA,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,College,Tamil Nadu,Thiruvallur,,2020-21,VERIFIED,C-50601,,2014
CEI-IN-1440F14D15E8,BAM VIVEKANANDA B ED COLLEGE,College,West Bengal,Purba Bardhaman,,2020-21,VERIFIED,C-50760,,2014
CEI-IN-563E0B67228B,PIONEER MAHILA MAHAVIDALAYA,College,Uttar Pradesh,Bara Banki,,2020-21,VERIFIED,C-52694,,2015
CEI-IN-C0FE70D0810A,ROYAL COLLEGE OF TECHNOLOGY,College,Madhya Pradesh,Ratlam,,2020-21,VERIFIED,C-52940,,2015
CEI-IN-4FD53A4253DA,A M TEACHERS TRAINING INSTITUTE,College,West Bengal,Murshidabad,,2020-21,VERIFIED,C-57106,,2013
CEI-IN-2F3588519B6D,Shree Jawahar Lal Mahavidhalaya Chharra Aligarh,College,Uttar Pradesh,Aligarh,,2020-21,VERIFIED,C-58791,,2015
CEI-IN-AED5C8D50373,Shri R. P. Anada College of Education,College,Gujarat,Anand,,2020-21,VERIFIED,C-6011,,1971
CEI-IN-1780F9DA5BDF,SCHOOL OF EDUCATION,College,Rajasthan,Udaipur,,2020-21,VERIFIED,C-60279,,-
CEI-IN-523685AEAAC0,Govt Degree College Jourian,College,Jammu and Kashmir,Jammu,,2020-21,VERIFIED,C-61788,,2019
CEI-IN-BC60FA3A23E7,MARUTHI COLLEGE OF NURSING,College,Telangana,Bhadradri Kothagudem,,2020-21,VERIFIED,C-63340,,2008
CEI-IN-926744CE412F,LOK YOJANA,College,Odisha,Kalahandi,,2020-21,VERIFIED,C-64047,,2020
CEI-IN-E6FCBF9F6868,ROSHINIDEGREECOLLEGE,College,Telangana,Peddapalli,,2020-21,VERIFIED,C-64872,,-
CEI-IN-44C989ADEF2A,IPS COLLEGE OF TECHNICAL EDUCATION,College,Rajasthan,Jaipur,,2020-21,VERIFIED,C-66130,,2021
CEI-IN-48DB0FFDF3C2,DIPAK ABA SALUNKHE PATIL MAHAVIDDYALAYA KOLE,College,Maharashtra,Solapur,,2020-21,VERIFIED,C-67194,,2021
CEI-IN-04B5EF2A9239,SUKU RAM BHARALI COMMERCE AND MANAGEMENT COLLEGE,College,Assam,Kamrup Metro,,2020-21,VERIFIED,C-68062,,2016
CEI-IN-0491B345B97A,CHANNABASAMMA BCA AND B COM COLLEGE BIDAR,College,Karnataka,Bidar,,2020-21,VERIFIED,C-69001,,2022
CEI-IN-74B6372C65BC,NOORUL ISLAM COLLEGE OF ENGINEERING AND TECHNOLOGY,College,Tamil Nadu,Kanniyakumari,,2020-21,VERIFIED,C-70432,,-
CEI-IN-1C0B83472526,BUDDHA LAW COLLEGE,College,Uttar Pradesh,Gorakhpur,,2020-21,VERIFIED,C-72642,,-
CEI-IN-E95E96C67A24,"Swami Vivekanand Mahavidyalaya, Udgir",College,Maharashtra,Latur,,2020-21,VERIFIED,C-7391,,2001
CEI-IN-8E79A654953C,"200023-DES'S INSTITUTE OF MANAGEMENT, DHULE.",College,Maharashtra,Dhule,,2020-21,VERIFIED,C-8811,,-
CEI-IN-8A71C6497CC0,"Veena Girls College, Vishrampur",College,Chhattisgarh,Surguja,,2020-21,VERIFIED,C-9696,,2002
CEI-IN-E1AB9091DF7E,"SRI V V SS VERESHWAR V V SANGHAS COLLEGE OF EDU., NALATWAD",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10065,,2004
CEI-IN-A11FE07A3396,"ASS'SMT H A NANDI ARTS COLLEGE, ALMEL",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10080,,1991
CEI-IN-7B45B15F1887,"GOVT FIRST GRADE BA,B.COM&BBA COLLEGE, RAIBAG",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10104,,2007
CEI-IN-D912193BBD1E,"SMT .I. S. YADAWAD GOVERNMENT  FIRST GRADE COLLEGE, RAMDURG",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10115,,2007
CEI-IN-E6FE1D1BB715,"GLOBAL BUSINESS SCHOOL, BELAGAVI (PG)",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10116,,2009
CEI-IN-062CBF41D579,"GOVT.COLLEGE OF TEACHERS EDUCATION, BELGAUM",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10117,,1939
CEI-IN-5A48B7D31DF2,"BIRDs BSW COLLEGE, TUKKANATTI",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10136,,1991
CEI-IN-D4CC483A995D,Manav Institute of Education,College,Haryana,Hisar,,2020-21,VERIFIED,C-10813,,2007
CEI-IN-102DBABAF0A2,"A.P College, Raruan",College,Odisha,Mayurbhanj,,2020-21,VERIFIED,C-10947,,1989
CEI-IN-90C5D722BA5C,"THAKUR SHIV PRATAP SINGH MAHAVIDYALAYA, SHAH,",College,Uttar Pradesh,Fatehpur,,2020-21,VERIFIED,C-12527,,2009
CEI-IN-2AD023619B66,"S.D.S. MAHAVIDYALAYA, ETAH",College,Uttar Pradesh,Etah,,2020-21,VERIFIED,C-15209,,2007
CEI-IN-D8AE874A1998,"RAJKIYA SNATAKOTTAR MAHAVIDYALAYA, BAZPUR",College,Uttarakhand,Udham Singh Nagar,,2020-21,VERIFIED,C-21917,,1996
CEI-IN-05D40AC3E648,SASI DEGREE COLLEGE,College,Andhra Pradesh,West Godavari,,2020-21,VERIFIED,C-23882,,2006
CEI-IN-C533F4AE5288,"BABU BANARSI DAS COLLEGE OF TEACHERS 25 KM STONE BULANDSHAHR ANOOPSHAHR ROAD, JAHANGIRABAD, BULANDSHAHR",College,Uttar Pradesh,Bulandshahr,,2020-21,VERIFIED,C-28902,,-
CEI-IN-D4979955B3E9,Xavier Centre of Historical Research,College,Goa,North Goa,,2020-21,VERIFIED,C-30833,,-
CEI-IN-482E914C2DA6,Chitamber School of Humanities & Social Sciences,College,Uttar Pradesh,Prayagraj,,2020-21,VERIFIED,C-35405,,-
CEI-IN-10733BC131D8,"G D College, Jaipur",College,Rajasthan,Jaipur,,2020-21,VERIFIED,C-39182,,2010
CEI-IN-FFDB33DCCA09,"Patitapaban Mahavidyalaya,Jarapara,Angul",College,Odisha,Angul,,2020-21,VERIFIED,C-39802,,1993
CEI-IN-9D1833BBBFF0,SDJ International College,College,Gujarat,Surat,,2020-21,VERIFIED,C-46590,,2012
CEI-IN-FA39A2A729E1,INSTITUTE OF DESIGN ENVIRONMENT AND ARCHITECTURE,College,Gujarat,Ahmedabad,,2020-21,VERIFIED,C-47379,,-
CEI-IN-D4137FFF0E8A,k k college Gokul mathura,College,Uttar Pradesh,Mathura,,2020-21,VERIFIED,C-51212,,2013
CEI-IN-BC930E3A5CEF,College of Veterinary Science and Animal Husbandry,College,Chhattisgarh,Bilaspur,,2020-21,VERIFIED,C-55700,,2016
CEI-IN-738C3323DC2F,IDEAL BUSINESS SCHOOL,College,Uttarakhand,Haridwar,,2020-21,VERIFIED,C-57184,,-
CEI-IN-45D41A02345C,SRI RAM SMARAK MAHAVIDHYALAYA RAJPUR ETAH,College,Uttar Pradesh,Etah,,2020-21,VERIFIED,C-57940,,2016
CEI-IN-43A195BB478E,C651 DEVARAJ MALI PATIL DEGREE COLLEGE UDAGI,College,Karnataka,Kalaburagi,,2020-21,VERIFIED,C-59939,,2017
CEI-IN-5BB620A1A82F,BHARTI TEACHER TRAINNING MAHILA COLLEGE,College,Rajasthan,Dausa,,2020-21,VERIFIED,C-61495,,2018
CEI-IN-2142DA73DF7F,SHRI RAJENDAR SINGH COLLEGE OF PHARMACY,College,Uttar Pradesh,Hardoi,,2020-21,VERIFIED,C-65917,,-
CEI-IN-6BF237F458A2,"220031-NTVS'S INSTITUTE OF BUSINESS MANAGEMENT & RESEARCH, NANDURBAR.",College,Maharashtra,Nandurbar,,2020-21,VERIFIED,C-8861,,-
CEI-IN-AF9859E599D0,"SVM ARTS/SCI/COMM COLLEGE,   ILKAL",College,Karnataka,Bagalkote,,2020-21,VERIFIED,C-10006,,1964
CEI-IN-496E2FF5E7ED,"SSVVS KUMARI MONICA BASAVARAJ KANNI B.ED COLLEGE,  BIJAPUR",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10009,,2007
CEI-IN-B350D2262905,J.H.BHALODIYA WOMEN'S  COLLEGE-RAJKOT (COMMERCE & B.B.A.),College,Gujarat,Rajkot,,2020-21,VERIFIED,C-1002,,1991
CEI-IN-6E47396899E0,"GOVT FIRST GRADE COLLEGE, ,  INDI",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10044,,2007
CEI-IN-BBC70A0DDCEA,"GOVT. FIRST GRADE COLLEGE, AINAPUR",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10057,,1995
CEI-IN-D183842A9738,"JAGADAMBA ARTS/SCI COLLEGE,   HITTINA HALLI-LT",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10083,,1992
CEI-IN-05FCFE12179D,"V S M COLLEGE OF BBA & BCA, NIPPANI",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10102,,1996
CEI-IN-D2DD7ED67FCF,"RS College, Tarapur",College,Bihar,Munger,,2020-21,VERIFIED,C-17617,,1958
CEI-IN-74B43C5AF17B,"Shri Hanumat Sanskrit Mahavidyalaya Hanuman Mandir, Rambagh",College,Uttar Pradesh,Prayagraj,,2020-21,VERIFIED,C-20073,,-
CEI-IN-765071AB2F10,The Institute of Science  Fort Mumbai  400 032,College,Maharashtra,Mumbai,,2020-21,VERIFIED,C-33790,,1920
CEI-IN-A47B0A575FC7,"Millennium Institute of Management, Rauza Bagh, Aurangabad.",College,Maharashtra,Chhatrapati Sambhajinagar,,2020-21,VERIFIED,C-34578,,2000
CEI-IN-B3CD548A56FE,Christian School of Health Science,College,Uttar Pradesh,Prayagraj,,2020-21,VERIFIED,C-35404,,-
CEI-IN-8EF394DE3C8A,"C.E.S.Dr. Arvind B.Telang Institute of Hotel Management, Chinchwad, Pune 411019",College,Maharashtra,Pune,,2020-21,VERIFIED,C-42192,,-
CEI-IN-33B39B3193A9,SHIKASH DEVI DEGREE COLLEGE,College,Uttar Pradesh,Muzaffarnagar,,2020-21,VERIFIED,C-72755,,-
CEI-IN-37EC2BD2F831,"Oriental College of Hotel Management & Culinary Arts, Vythiri",College,Kerala,Wayanad,,2020-21,VERIFIED,C-43769,,2005
CEI-IN-47A72E488EE1,"AR INSTITUTE OF MANAGEMENT AND TECHNOLOGY, MEERUT.",College,Uttar Pradesh,Meerut,,2020-21,VERIFIED,C-46201,,2013
CEI-IN-9364223D69F3,"INDIRA GANDHI T T COLLEGE DEVPURA, BUNDI",College,Rajasthan,Bundi,,2020-21,VERIFIED,C-46354,,2008
CEI-IN-F9B69B3A9201,"GURUKUL COLLEGE, BERASIA",College,Madhya Pradesh,Bhopal,,2020-21,VERIFIED,C-50487,,2012
CEI-IN-2F0806AE6FA6,"Maa Yashoda Noubat mahavidyalay, Ghazipur",College,Uttar Pradesh,Ghazipur,,2020-21,VERIFIED,C-51314,,2014
CEI-IN-027E2577C33A,Jetpur Law College,College,Gujarat,Rajkot,,2020-21,VERIFIED,C-57813,,2016
CEI-IN-B11289664648,ASHA DEVI COLLEGE,College,Rajasthan,Churu,,2020-21,VERIFIED,C-58591,,2016
CEI-IN-CD9291995CC3,B R COLLEGE,College,Uttar Pradesh,Agra,,2020-21,VERIFIED,C-61142,,2016
CEI-IN-02E36C0CF933,TRAVANCORE ARTS AND SCIENCE COLLEGE,College,Kerala,Thiruvananthapuram,,2020-21,VERIFIED,C-61527,,2019
CEI-IN-671E006A37F4,RASULPUR PROTIK NURSING INSTITUTION,College,West Bengal,Bankura,,2020-21,VERIFIED,C-65822,,2021
CEI-IN-4E8A14582A6B,LAW COLLEGE OF ALLAHABAD,College,Uttar Pradesh,Prayagraj,,2020-21,VERIFIED,C-68659,,2017
CEI-IN-93310F001A87,Akkamahadevi Mahila Mahavidyalay BIDAR,College,Karnataka,Bidar,,2020-21,VERIFIED,C-8639,,1971
CEI-IN-FF55F46D5C45,Oriental College of Education,College,Bihar,Darbhanga,,2020-21,VERIFIED,C-8766,,2007
CEI-IN-5E81C3F1ED9B,JIWAN JYOTI COLLEGE,College,Punjab,Fazilka,,2020-21,VERIFIED,C-72759,,-
CEI-IN-9060797897FF,"SECAB INST., OF BBA/BCA,  COLLEGE, BIJAPUR",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10018,,1996
CEI-IN-6A3D15F3DF8B,"BLDEAS J S S COLLEGE OF EDU., BIJAPUR",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10023,,1980
CEI-IN-0F6D1FBCB076,"JAIN COLLEGE OF BBA ,BCA,  B.com   BELGAUM",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10046,,2006
CEI-IN-516EF8CB721E,"SAGAR B.ED COLLEGE, BELGAUM",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10089,,2004
CEI-IN-4A2941D771AB,"ANGADI COLLEGE OF COMMERCE & SIENCE, BELGAUM",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10109,,2011
CEI-IN-1CC56FAC522A,"S M HILLI DEGREE COLLEGE,  BOLEGAON",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10118,,1992
CEI-IN-EFF12F37177D,"BHARATESH COLLEGE OF COMMERCE,  BELGAUM",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10130,,2009
